标题,标题_链接,图片,关键词,关键词1,数量,时间,名称_链接,名称
华晨宇都不敢看周董，林更新连追周杰伦三天,https://www.bilibili.com/video/BV1Xm4y1Z77b?from=search,https://i1.hdslb.com/bfs/archive/88c80072a48c2fbc4cde4cc358001ca89570404f.jpg@480w_300h_1c.webp,2:10,华晨宇,"
        5.1万
      ","
        2022-01-25
      ",https://space.bilibili.com/1993524327?from=search,兜子娱乐
韩雪摇滚爆嗨《我管你》！许飞架子鼓敲奏带劲鼓点，颠覆女神形象,https://www.bilibili.com/video/BV1wF411B7YZ?from=search,https://i1.hdslb.com/bfs/archive/dc08aeb3d5ca6a37d96d77c315a6ed40dfaab128.jpg@480w_300h_1c.webp,2:20,,"
        6915
      ","
        2021-12-20
      ",https://space.bilibili.com/1575423899?from=search,CYY无名小姐
【初中生翻唱】好想爱这个世界啊（cover-华晨宇）吉他弹唱,https://www.bilibili.com/video/BV1wJ411C7fR?from=search,https://i2.hdslb.com/bfs/archive/ef82c5dc26b44211c96b53fb4b6e51b892eab88c.jpg@480w_300h_1c.webp,1:36,华晨宇,"
        227.7万
      ","
        2019-12-12
      ",https://space.bilibili.com/17207162?from=search,十九円-
【日语版】华晨宇 -「好想爱这个世界啊 / この世界を愛したいな」【男声翻唱】,https://www.bilibili.com/video/BV1qJ411x7Jn?from=search,https://i2.hdslb.com/bfs/archive/20928a4392b36629693b04259067bb6b1e121f74.jpg@480w_300h_1c.webp,4:19,华晨宇,"
        66.5万
      ","
        2019-12-20
      ",https://space.bilibili.com/1964355?from=search,YONAKI_曲調
【开口跪】翻唱华晨宇版《易燃易爆炸》校十佳歌手炸裂现场，会不会翻车呢？,https://www.bilibili.com/video/BV16s41177X7?from=search,https://i0.hdslb.com/bfs/archive/288a0456eeaab404374fa571e045b5fc3dd374c9.jpg@480w_300h_1c.webp,3:34,华晨宇,"
        53.2万
      ","
        2018-06-23
      ",https://space.bilibili.com/171280532?from=search,西恩Lagseeing
【西瓜JUN】易燃易爆炸（华晨宇版）,https://www.bilibili.com/video/BV15W411F72h?from=search,https://i1.hdslb.com/bfs/archive/5a47923242a5133f7d0b3a81e4c18c43f4dadd12.jpg@480w_300h_1c.webp,3:44,华晨宇,"
        57.9万
      ","
        2018-05-11
      ",https://space.bilibili.com/11684516?from=search,拉草莓的西瓜JUN
【清华大学博士】【我的滑板鞋2016 & Rap God】清华校歌赛冠军现场致敬华晨宇！2分07秒Rap God震惊全场！他叫宿涵！,https://www.bilibili.com/video/BV16x411U7yx?from=search,https://i1.hdslb.com/bfs/archive/35c4322ee631b891f74da4e23bc7b2dbe2f9bacd.jpg@480w_300h_1c.webp,4:13,华晨宇,"
        67.2万
      ","
        2017-04-24
      ",https://space.bilibili.com/99213134?from=search,音可赛听
【初中生翻唱】《好想爱这个世界啊》（cover 华晨宇） “希望后来一切都好”,https://www.bilibili.com/video/BV1tJ411k7Nx?from=search,https://i2.hdslb.com/bfs/archive/6aa567d274865eba56cbbcc1db0998c58d413b1f.jpg@480w_300h_1c.webp,3:55,华晨宇,"
        29.8万
      ","
        2019-12-15
      ",https://space.bilibili.com/237257200?from=search,十六臻
【王牌对王牌】华晨宇 贾玲 杨迪妖娆叉腰演“S”，沈腾懵圈最后答案竟是“SHE”,https://www.bilibili.com/video/BV1CK4y1C7FL?from=search,https://i1.hdslb.com/bfs/archive/21f96f2ae579a2b52c0ff95e5af2ea62b0f5bdaf.jpg@480w_300h_1c.webp,1:29,华晨宇,"
        115.2万
      ","
        2020-03-27
      ",https://space.bilibili.com/504672822?from=search,浙江卫视
【韩国东东】韩国人看华晨宇《国王与乞丐》《异类》MV反应,https://www.bilibili.com/video/BV17s41167jn?from=search,https://i0.hdslb.com/bfs/archive/f8bad007188704ddc7496791e0bc23bcddb7064b.jpg@480w_300h_1c.webp,8:11,华晨宇,"
        66.2万
      ","
        2016-08-27
      ",https://space.bilibili.com/39304265?from=search,韩国东东
《王牌对王牌》第五季13 游戏名场面：华晨宇变“八爪鱼”接雨？沈腾也有碾压全场的瞬间,https://www.bilibili.com/video/BV1154y1S7uJ?from=search,https://i0.hdslb.com/bfs/archive/e4f0eaeb3214b5d94f8d9469c3e41058256dd00d.jpg@480w_300h_1c.webp,2:41:47,华晨宇,"
        114.6万
      ","
        2020-08-03
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
《王牌对王牌》第五季10 华晨宇喜提网红带货NO.1 关晓彤遭沈腾“直男手法”撸妆,https://www.bilibili.com/video/BV1Xi4y137ab?from=search,https://i1.hdslb.com/bfs/archive/f429471495b814b456c6209da41787ea2a3f83e1.jpg@480w_300h_1c.webp,1:36:54,华晨宇,"
        94.1万
      ","
        2020-08-03
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
《王牌对王牌》第五季11 华晨宇睡衣出场逆袭牌王 沈腾贾玲杨迪变“喜剧三大惨”？,https://www.bilibili.com/video/BV1F54y1D754?from=search,https://i0.hdslb.com/bfs/archive/1929d38a5e39f27ea89899e47ef4f51b3cfaba43.jpg@480w_300h_1c.webp,1:40:28,华晨宇,"
        104.1万
      ","
        2020-08-03
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
《王牌对王牌》第五季04  华晨宇极致宠粉隔空送“礼物” 史上最暖云录制圆梦“最美医护工作者”,https://www.bilibili.com/video/BV1qp4y1q7Yx?from=search,https://i0.hdslb.com/bfs/archive/8c561fdf1a34479f42386efbe8bde49c9609e195.jpg@480w_300h_1c.webp,1:38:17,华晨宇,"
        192.1万
      ","
        2020-08-03
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
《王牌对王牌》第五季09 庆余年重聚 华晨宇郭麒麟斗智斗勇比嘴快,https://www.bilibili.com/video/BV1PA411Y7bY?from=search,https://i1.hdslb.com/bfs/archive/f7ce4f8e76a330020d66ad81641257a7d2ea0382.jpg@480w_300h_1c.webp,1:35:42,华晨宇,"
        169.1万
      ","
        2020-08-03
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
贾玲baby实力卖锅 华晨宇现场飙歌【王牌对王牌】,https://www.bilibili.com/video/BV1KL411T7uF?from=search,https://i1.hdslb.com/bfs/archive/d6279eef7b5bae1d3d4fdf650b427d5d0ce1dd7f.jpg@480w_300h_1c.webp,5:03,华晨宇,"
        12.3万
      ","
        2022-02-01
      ",https://space.bilibili.com/429711841?from=search,综艺哔哔姬
【华晨宇】2019火星演唱会11月16日场次全程多机位饭拍剪辑,https://www.bilibili.com/video/BV1jA411g7ts?from=search,https://i2.hdslb.com/bfs/archive/9039ccc36a1fb756a6052dece856eeeb55fe3697.jpg@480w_300h_1c.webp,5:36:35,华晨宇,"
        16.4万
      ","
        2021-02-05
      ",https://space.bilibili.com/192560116?from=search,华晨宇资源小屋
【华晨宇】那些年你哥里外双标的亚子,https://www.bilibili.com/video/BV1DJ411F7C5?from=search,https://i1.hdslb.com/bfs/archive/3647198241455310d41c028ca51fca9b565b379d.jpg@480w_300h_1c.webp,6:25,华晨宇,"
        29.1万
      ","
        2019-10-07
      ",https://space.bilibili.com/141000908?from=search,Maggielablois
【华晨宇】视觉微电影《不止于此》，等你来探索～【时尚COSMO】,https://www.bilibili.com/video/BV1wb411v7MD?from=search,https://i1.hdslb.com/bfs/archive/deb49cfc3944d0c9bee9d94d7492257be822e2f7.jpg@480w_300h_1c.webp,1:31,华晨宇,"
        12.9万
      ","
        2019-03-12
      ",https://space.bilibili.com/281717416?from=search,时尚COSMO官方
【歌手·当打之年】reaction EP6（上），华晨宇《神树》没有共鸣？劳哥提供多角度给大家思考…周深中俄双语花腔惊艳演绎《达尼亚×红莓花儿开》,https://www.bilibili.com/video/BV1C7411o7Vx?from=search,https://i1.hdslb.com/bfs/archive/c88ec325ab2456ef5ea3af8b49fb34769fecbb13.jpg@480w_300h_1c.webp,1:11:12,华晨宇,"
        53.0万
      ","
        2020-03-16
      ",https://space.bilibili.com/274412048?from=search,粤男有话儿
【华晨宇】2021.11.28 华晨宇海口火星演唱会 全程,https://www.bilibili.com/video/BV15R4y1W7zx?from=search,https://i2.hdslb.com/bfs/archive/7b8f760565f0304a633862bb4f3ba8c334c57171.jpg@480w_300h_1c.webp,5:12:43,华晨宇,"
        6.5万
      ","
        2021-12-19
      ",https://space.bilibili.com/12012145?from=search,柏彤小窝er
【华晨宇】游戏巡游大叔《好想爱这个世界啊》,https://www.bilibili.com/video/BV1bJ411X7Ht?from=search,https://i1.hdslb.com/bfs/archive/5db1795c19437a7a2840b6714e1eb5fef6dfa848.jpg@480w_300h_1c.webp,13:42,华晨宇,"
        52.0万
      ","
        2019-11-27
      ",https://space.bilibili.com/67199308?from=search,华晨宇的小海翻宇航员
华晨宇你逼死我好了——史 上 最 垃 圾 翻 唱,https://www.bilibili.com/video/BV11Y411b77a?from=search,https://i1.hdslb.com/bfs/archive/95e3e27a4448b39b5ce0cb5a9906583be2ab2f85.jpg@480w_300h_1c.webp,6:23,华晨宇,"
        3.4万
      ","
        2022-01-22
      ",https://space.bilibili.com/335246573?from=search,乔治城里老乔治
【春天花会开】携手伯乐华晨宇、谭维维、雷佳，一起倾尽热爱，一路高歌吧~,https://www.bilibili.com/video/BV1b44y1M7M1?from=search,https://i1.hdslb.com/bfs/archive/4d5b20a9a9df11f23a7bfe8440449583430119e6.jpg@480w_300h_1c.webp,0:58,华晨宇,"
        1340
      ","
        2022-03-09
      ",https://space.bilibili.com/1679085335?from=search,海天
『华晨宇』我不搞笑，我真的不搞笑,https://www.bilibili.com/video/BV1P7411L7aX?from=search,https://i2.hdslb.com/bfs/archive/4c30d82718ef5940ad29cae9b27c5f1f7f2c9688.jpg@480w_300h_1c.webp,6:36,华晨宇,"
        29.0万
      ","
        2020-02-11
      ",https://space.bilibili.com/335334746?from=search,木兮年间
华晨宇来啦！被猪血糕吓到“花容失色”？看见羊腿走不动路……,https://www.bilibili.com/video/BV15b41137mf?from=search,https://i2.hdslb.com/bfs/archive/ce99cc4c0d6f2aa825a1ad8c56f171aa1d95e580.jpg@480w_300h_1c.webp,7:03,华晨宇,"
        21.3万
      ","
        2019-04-06
      ",https://space.bilibili.com/309281577?from=search,吃瓜不吐香蕉皮
【王牌对王牌第六季】第一期：华晨宇喝水喝饱了,https://www.bilibili.com/video/BV1XK4y1H7Wr?from=search,https://i1.hdslb.com/bfs/archive/f77335431d12d5cee70318bed6b3c6c72cd64b3f.jpg@480w_300h_1c.webp,1:02,华晨宇,"
        48.7万
      ","
        2021-01-29
      ",https://space.bilibili.com/504672822?from=search,浙江卫视
好想爱这个世界啊。华晨宇对不起！,https://www.bilibili.com/video/BV137411R7b1?from=search,https://i2.hdslb.com/bfs/archive/012e6c52968f67debf9bfd1ea5cd1f49780d5e02.jpg@480w_300h_1c.webp,1:13,华晨宇,"
        36.1万
      ","
        2020-03-19
      ",https://space.bilibili.com/7327509?from=search,chil壳
【华晨宇】疯人院 全网最完整版 降噪立体环绕效果 高品内场饭拍 P2字幕版,https://www.bilibili.com/video/BV1bJ411p78c?from=search,https://i0.hdslb.com/bfs/archive/db6435b27f08cf7ef222ce443f7a8e780324a13b.jpg@480w_300h_1c.webp,15:21,华晨宇,"
        30.8万
      ","
        2020-01-11
      ",https://space.bilibili.com/400891837?from=search,Sharon_Ymmm
【澄清】华晨宇并不是毕业于三本！也已经对乐理问题给予道歉。,https://www.bilibili.com/video/BV1C741127Hr?from=search,https://i0.hdslb.com/bfs/archive/0f28654dfe5181358aa50ae5b9e573bf783f47be.jpg@480w_300h_1c.webp,3:27,华晨宇,"
        35.5万
      ","
        2020-03-25
      ",https://space.bilibili.com/487525610?from=search,胖轩轩轩轩轩丶
第460期红秀封面：华晨宇 忘我之境,https://www.bilibili.com/video/BV1Xi4y1s7ni?from=search,https://i0.hdslb.com/bfs/archive/9065c6517fda3e26c33d22b8dc5d2bfd0a6c6f09.jpg@480w_300h_1c.webp,0:46,华晨宇,"
        11.6万
      ","
        2020-06-09
      ",https://space.bilibili.com/397329520?from=search,红秀GRAZIA官方
挑战达人#华晨宇#又来了，这次是32枚硬,https://www.bilibili.com/video/BV1VE411A7gT?from=search,https://i0.hdslb.com/bfs/archive/9d06764c35820f161d76130cde9d72f0efd770be.jpg@480w_300h_1c.webp,0:19,华晨宇,"
        55.3万
      ","
        2020-03-20
      ",https://space.bilibili.com/504672822?from=search,浙江卫视
华晨宇实力翻唱《浮夸》，深情之至便是癫狂，动情之处便是放纵,https://www.bilibili.com/video/BV1b4411U7wA?from=search,https://i0.hdslb.com/bfs/archive/331ca65c3cab99da92fc3c2b53c890b33812dabc.jpg@480w_300h_1c.webp,3:53,华晨宇,"
        58.2万
      ","
        2019-08-15
      ",https://space.bilibili.com/96496787?from=search,花漾音乐
华晨宇、G.E.M.邓紫棋 - 光年之外 - 歌手第二季 歌王战,https://www.bilibili.com/video/BV1qt411t7H1?from=search,https://i0.hdslb.com/bfs/archive/073dbd71fbdf858141dc524c1df3d779ef9fe0ee.jpg@480w_300h_1c.webp,4:38,华晨宇,"
        56.8万
      ","
        2019-01-28
      ",https://space.bilibili.com/8607832?from=search,丫头琦
华晨宇竟然飚到了混声Bb5！！,https://www.bilibili.com/video/BV1Rb411V7Q3?from=search,https://i1.hdslb.com/bfs/archive/d6c8b2ad7343946805462440a8f036261da117ff.jpg@480w_300h_1c.webp,1:23,华晨宇,"
        60.8万
      ","
        2019-04-21
      ",https://space.bilibili.com/271586154?from=search,凌佑风Ya
塌房都是有预兆的，华晨宇送张碧晨玩具,https://www.bilibili.com/video/BV1W34y127ps?from=search,https://i1.hdslb.com/bfs/archive/be8217da0c8cf71e51b1a2cbfa0a7e76818de3d0.jpg@480w_300h_1c.webp,2:24,华晨宇,"
        6.4万
      ","
        2022-01-28
      ",https://space.bilibili.com/1895043442?from=search,娱乐哇妹妹
【华晨宇】名场面：想喝酒却被空姐质疑未成年,https://www.bilibili.com/video/BV1K7411M7p4?from=search,https://i2.hdslb.com/bfs/archive/df45bbe5767d217fcf33dc11ee53a23698d46869.jpg@480w_300h_1c.webp,2:55,华晨宇,"
        46.3万
      ","
        2020-02-26
      ",https://space.bilibili.com/273083028?from=search,Deirdrepy
"【华晨宇】没睡醒的花连线直播卡成狗，发出灵魂拷问：""你在吗""",https://www.bilibili.com/video/BV12J411S7Rf?from=search,https://i0.hdslb.com/bfs/archive/33ecf69c15afcd64c7def422c9728e076be969aa.jpg@480w_300h_1c.webp,12:32,华晨宇,"
        31.0万
      ","
        2019-11-14
      ",https://space.bilibili.com/402274987?from=search,Iris攒钱买镜头
华晨宇日系撕漫男我真的转到颜粉了,https://www.bilibili.com/video/BV1B4411n77G?from=search,https://i1.hdslb.com/bfs/archive/6853a3ed38e31d37e5af8ee192cffa85d8a6ba41.jpg@480w_300h_1c.webp,0:58,华晨宇,"
        47.9万
      ","
        2019-06-03
      ",https://space.bilibili.com/35453936?from=search,unifyvalet
华晨宇，一个战胜唢呐的男人,https://www.bilibili.com/video/BV17R4y147B9?from=search,https://i1.hdslb.com/bfs/archive/8d7fd079e91f1a8d7962a168ffa1c4a66f2b820f.jpg@480w_300h_1c.webp,4:01,华晨宇,"
        8.1万
      ","
        2021-12-02
      ",https://space.bilibili.com/327645514?from=search,華晨宇的瘋人院MadHouse
【2020天猫双十一狂欢夜】华晨宇《斗牛》,https://www.bilibili.com/video/BV14p4y167QH?from=search,https://i1.hdslb.com/bfs/archive/6c05b514d52c6f12f9d70e3a4b9863fbf7c84d6b.jpg@480w_300h_1c.webp,6:21,华晨宇,"
        22.7万
      ","
        2020-11-11
      ",https://space.bilibili.com/504672822?from=search,浙江卫视
【华晨宇】相爱，相杀。,https://www.bilibili.com/video/BV1Kq4y1y7BK?from=search,https://i2.hdslb.com/bfs/archive/fcdb31f7c2fae2eb273b487ac24aba4062f4e2f3.jpg@480w_300h_1c.webp,0:46,华晨宇,"
        2.3万
      ","
        2022-01-09
      ",https://space.bilibili.com/33701008?from=search,_NANYANG_
【新增国风元素版】【华晨宇|降临|万物复苏X生机降临】“极致的圣洁，洗礼生命”,https://www.bilibili.com/video/BV1vE411E77x?from=search,https://i0.hdslb.com/bfs/archive/f5d8db4df90e2d7624f0526fe09cda4727e2f447.jpg@480w_300h_1c.webp,8:47,华晨宇,"
        21.0万
      ","
        2020-03-02
      ",https://space.bilibili.com/376079998?from=search,衡见声
黑煤球倾情献唱《stay with yu》华晨宇，乐坛有你针了不起～华神牛逼！,https://www.bilibili.com/video/BV1B44y1K7nW?from=search,https://i0.hdslb.com/bfs/archive/c668c673205d0f1a482d7cba2f5f7c7fd7175717.jpg@480w_300h_1c.webp,2:55,华晨宇,"
        448
      ","
        2022-03-10
      ",https://space.bilibili.com/236686321?from=search,草帽家的张三疯yu
【华晨宇】飒混剪 乖乖把命留下,https://www.bilibili.com/video/BV1n4411N7oS?from=search,https://i0.hdslb.com/bfs/archive/d7e277e7dd850f9d3b11f17aa31c7d4ac7c8d74b.jpg@480w_300h_1c.webp,3:18,华晨宇,"
        22.4万
      ","
        2019-06-09
      ",https://space.bilibili.com/319827296?from=search,雩棽yu
【王牌四 6期】华晨宇的蜜汁曲库，沈腾：小小年纪多老的歌儿都敢唱！,https://www.bilibili.com/video/BV11b411v7qv?from=search,https://i0.hdslb.com/bfs/archive/4e64af779dec90c4286ccb5882494ac6a1b79e33.png@480w_300h_1c.webp,13:12,华晨宇,"
        58.6万
      ","
        2019-03-09
      ",https://space.bilibili.com/2423927?from=search,牛牛的约定
[华晨宇]点进去没人能正常出来（戴上耳机当心社死）,https://www.bilibili.com/video/BV1hb4y1W7Sp?from=search,https://i0.hdslb.com/bfs/archive/191872800199249f38c8562befea62691bed046d.jpg@480w_300h_1c.webp,0:57,华晨宇,"
        1100
      ","
        2022-03-09
      ",https://space.bilibili.com/171468057?from=search,我不是拾伍
被华晨宇伤害最深的男人,https://www.bilibili.com/video/BV1nv4y1f7F1?from=search,https://i2.hdslb.com/bfs/archive/dcea87c1795542101cdf147018fc6e2e9f2f6fc7.jpg@480w_300h_1c.webp,1:44,华晨宇,"
        39.7万
      ","
        2021-01-22
      ",https://space.bilibili.com/226243718?from=search,G僧东东
【音乐分析】华晨宇《神树》编曲分析 享受音乐 远离黑子,https://www.bilibili.com/video/BV1Pp4y1C7H4?from=search,https://i2.hdslb.com/bfs/archive/a80a085a25b586ce10630bdaf466ad49aa0fedb9.jpg@480w_300h_1c.webp,19:34,华晨宇,"
        12.3万
      ","
        2020-03-29
      ",https://space.bilibili.com/21833607?from=search,弹吉吉
【王牌对王牌6】华晨宇唱《杀破狼》,https://www.bilibili.com/video/BV1xK4y1J75f?from=search,https://i1.hdslb.com/bfs/archive/664a1b5dded93426c40e03bfa93052403bf94dc4.jpg@480w_300h_1c.webp,2:16,华晨宇,"
        36.8万
      ","
        2021-02-26
      ",https://space.bilibili.com/504672822?from=search,浙江卫视
华晨宇《春》，凭什么能让你入坑？,https://www.bilibili.com/video/BV1Zb4y147Ce?from=search,https://i1.hdslb.com/bfs/archive/43d840e52604577dbf382168e8bb123f17db5300.jpg@480w_300h_1c.webp,14:06,华晨宇,"
        1.9万
      ","
        2022-02-21
      ",https://space.bilibili.com/411549974?from=search,彭森老师
华晨宇、范媛媛《如果你是李白》,https://www.bilibili.com/video/BV1hs411a7RG?from=search,https://i1.hdslb.com/bfs/archive/0439308816d49ec67c7ce1a71e553a5385988db0.jpg@480w_300h_1c.webp,4:12,华晨宇,"
        51.3万
      ","
        2016-12-25
      ",https://space.bilibili.com/2423927?from=search,牛牛的约定
【耗时36300秒60帧】直击灵魂的震撼！踩点-华晨宇-神树,https://www.bilibili.com/video/BV1W7411Z7sQ?from=search,https://i2.hdslb.com/bfs/archive/ec60f03a9395694f82bfe80d0da12438659e3fd2.jpg@480w_300h_1c.webp,5:18,华晨宇,"
        16.6万
      ","
        2020-03-17
      ",https://space.bilibili.com/14860085?from=search,睡不醒的小满
明日之子1张碧晨帮唱《白月光》华晨宇评委cut,https://www.bilibili.com/video/BV1mr4y1N7EN?from=search,https://i2.hdslb.com/bfs/archive/59f1ca3bff1bbbfaa98d0f8d8be31f1b1e710a22.jpg@480w_300h_1c.webp,8:21,华晨宇,"
        59.8万
      ","
        2021-01-23
      ",https://space.bilibili.com/3701636?from=search,海淀飞行侠
【华晨宇】天暗下来你就是光,https://www.bilibili.com/video/BV1Lf4y1F7AH?from=search,https://i0.hdslb.com/bfs/archive/9f578ddd4d0169239d69dfda605b7d525c165752.jpg@480w_300h_1c.webp,0:29,华晨宇,"
        2.4万
      ","
        2022-01-18
      ",https://space.bilibili.com/39384709?from=search,柒粥yu
【歌手·当打之年】reaction EP3（下）听天使周深在唱歌！珍惜眼前人，华晨宇的创作总能戳中心窝！毒奶王与预言家的故事又再上演！,https://www.bilibili.com/video/BV1d7411K7Le?from=search,https://i2.hdslb.com/bfs/archive/4ef385aa2711939e5b9e67d54a9fb2991aee3351.jpg@480w_300h_1c.webp,51:54:00,华晨宇,"
        49.5万
      ","
        2020-02-27
      ",https://space.bilibili.com/274412048?from=search,粤男有话儿
华晨宇 | 疯人院&小丑,https://www.bilibili.com/video/BV1FJ41127iB?from=search,https://i2.hdslb.com/bfs/archive/6ac9a2ac264af02c940ca18fc892e37851f28737.jpg@480w_300h_1c.webp,7:24,华晨宇,"
        23.7万
      ","
        2019-11-20
      ",https://space.bilibili.com/247747923?from=search,牵宇yu
华晨宇《好想爱这个世界啊》,https://www.bilibili.com/video/BV1nJ411b7fz?from=search,https://i0.hdslb.com/bfs/archive/1b2e04b6055f7dae220f87f373f7548c79d73e36.jpg@480w_300h_1c.webp,4:16,华晨宇,"
        43.7万
      ","
        2020-01-01
      ",https://space.bilibili.com/473563656?from=search,吊扇别转了
“花 就在火海里 灿烂开着” 治愈系音乐盒版华晨宇《小镇里的花》纯音乐演奏2021火星演唱会新歌,https://www.bilibili.com/video/BV1TL4y1G7td?from=search,https://i1.hdslb.com/bfs/archive/9dd7e7ece83424b420404c7ad55f1df32e1f34a1.jpg@480w_300h_1c.webp,5:34,华晨宇,"
        1.1万
      ","
        2022-02-17
      ",https://space.bilibili.com/432449745?from=search,Tina惟婷
【华晨宇｜沈腾】《Stay With Me》反炸版，演绎《鬼怪》名场面,https://www.bilibili.com/video/BV18P4y1g7yJ?from=search,https://i0.hdslb.com/bfs/archive/eb8c13418b320d466f7e74109b4112cb6016331d.jpg@480w_300h_1c.webp,2:57,华晨宇,"
        5091
      ","
        2022-03-04
      ",https://space.bilibili.com/273083028?from=search,Deirdrepy
华晨宇的彩虹屁：真·把人声当乐器在用,https://www.bilibili.com/video/BV1ub41177Hw?from=search,https://i0.hdslb.com/bfs/archive/1aa3f4d0132fcdb3feb920f4bf8a3a0718e123d7.jpg@480w_300h_1c.webp,9:36,华晨宇,"
        26.0万
      ","
        2019-03-22
      ",https://space.bilibili.com/11252239?from=search,臧无尤
【高能现场】华晨宇6首神助攻，从头麻到脚的神仙级现场！,https://www.bilibili.com/video/BV11W411z7wH?from=search,https://i2.hdslb.com/bfs/archive/8bd49fb20fe37e036d97bc582c03a9ddb4c27a25.jpg@480w_300h_1c.webp,7:48,华晨宇,"
        49.5万
      ","
        2018-09-24
      ",https://space.bilibili.com/183060742?from=search,酱爆娱
【华晨宇】视频无意间倒放了一下，真的有惊艳到,https://www.bilibili.com/video/BV1zu411D7RH?from=search,https://i2.hdslb.com/bfs/archive/d85a73bd62929a482876112dfa39a65fdf7406f6.jpg@480w_300h_1c.webp,0:11,华晨宇,"
        6025
      ","
        2022-03-02
      ",https://space.bilibili.com/94471101?from=search,邋遢范儿儿
【华晨宇】最全小花花,https://www.bilibili.com/video/BV1CY411V7Ar?from=search,https://i2.hdslb.com/bfs/archive/c20769e5a712a25814c120d2dac12cda5e696e0b.jpg@480w_300h_1c.webp,0:28,华晨宇,"
        1.3万
      ","
        2022-02-19
      ",https://space.bilibili.com/451504113?from=search,可-yu
【华晨宇/七重人格 x 小丑】答应我一定要看到最后！！,https://www.bilibili.com/video/BV1Fa4y1i7iw?from=search,https://i1.hdslb.com/bfs/archive/bd056c99fe0fc158095a0501f428425b4c54b938.jpg@480w_300h_1c.webp,7:14,华晨宇,"
        25.8万
      ","
        2020-05-07
      ",https://space.bilibili.com/255851952?from=search,-哥谭二少-
【11.26】华晨宇新歌《飞行模式》,https://www.bilibili.com/video/BV1rR4y1x7mN?from=search,https://i0.hdslb.com/bfs/archive/ff8de71a12b08d94f3a621eae48ba84708a6490d.jpg@480w_300h_1c.webp,7:38,华晨宇,"
        8.7万
      ","
        2021-11-26
      ",https://space.bilibili.com/22152270?from=search,Yimui
【华晨宇】这首就是被歌手临时换掉的《some body I used to know》，太可惜了。,https://www.bilibili.com/video/BV1kE411Q7aA?from=search,https://i1.hdslb.com/bfs/archive/eb8c312d60d3e8b581831189709292ed94226fa4.jpg@480w_300h_1c.webp,3:46,华晨宇,"
        37.7万
      ","
        2019-10-03
      ",https://space.bilibili.com/335334746?from=search,木兮年间
youtube点击破1400万！老外评价华晨宇《易燃易爆炸》翻译中文和港澳台同胞评价！油管花花 歌手 我是歌手 et  音乐 听歌 现场 live 演唱会,https://www.bilibili.com/video/BV1pW411x7QW?from=search,https://i2.hdslb.com/bfs/archive/bb953da8e8ed05e6a2ca0162e1da2d5fdfdd71a5.jpg@480w_300h_1c.webp,7:26,华晨宇,"
        58.4万
      ","
        2018-03-04
      ",https://space.bilibili.com/34028169?from=search,搞笑院院长
【华晨宇】220121 冬梦之约CUT,https://www.bilibili.com/video/BV1W34y1i7y6?from=search,https://i1.hdslb.com/bfs/archive/73eb0c017b75cf99ca3a991af8207660274df886.jpg@480w_300h_1c.webp,9:51,华晨宇,"
        3.1万
      ","
        2022-01-21
      ",https://space.bilibili.com/192560116?from=search,华晨宇资源小屋
华晨宇请求杨幂不要再唱歌，惨遭拒绝,https://www.bilibili.com/video/BV1os411j77U?from=search,https://i0.hdslb.com/bfs/archive/bc271024f92793ed37aca8d84e4d4063882a2e2a.jpg@480w_300h_1c.webp,0:23,华晨宇,"
        60.0万
      ","
        2018-06-20
      ",https://space.bilibili.com/23623223?from=search,原来是火小姐呀
160409 音乐风云榜  动次大次的 EXO KAI`S REACTION TO 华晨宇,https://www.bilibili.com/video/BV1as411z7JC?from=search,https://i2.hdslb.com/bfs/archive/75729a3d3fc91d84bb0d083a6e3f87cc2646ad98.png@480w_300h_1c.webp,2:49,华晨宇,"
        56.3万
      ","
        2016-04-12
      ",https://space.bilibili.com/16389514?from=search,shootmekai
【华晨宇】2019版音域展示（G2-B5）,https://www.bilibili.com/video/BV14741187GE?from=search,https://i0.hdslb.com/bfs/archive/6204485e3804f71aebec12fa82fe7ec06feac0f9.jpg@480w_300h_1c.webp,25:18:00,华晨宇,"
        15.0万
      ","
        2020-02-08
      ",https://space.bilibili.com/192560116?from=search,华晨宇资源小屋
【华晨宇】青春有你2主题曲《Yes！Ok！》直拍！,https://www.bilibili.com/video/BV1Dg4y1b72Z?from=search,https://i0.hdslb.com/bfs/archive/9458cb8f54d56b7ebc66217980de289b8d3eb1bc.jpg@480w_300h_1c.webp,2:23,华晨宇,"
        28.3万
      ","
        2020-04-04
      ",https://space.bilibili.com/371124614?from=search,我想象中的你啊
花花华晨宇来我工作的录音棚录音然而我错过了！含泪弹唱For Forever,https://www.bilibili.com/video/BV1tL411F7gq?from=search,https://i0.hdslb.com/bfs/archive/f65b08e938f80f1842090f749543af5c7ac74c75.jpg@480w_300h_1c.webp,6:48,华晨宇,"
        3.1万
      ","
        2022-01-29
      ",https://space.bilibili.com/178115659?from=search,琉大琳
