aid,cid,reply,danmu,favorite,coin,share,like,dislike,tname
464934903,462402797,223,198,1298,1154,139,3515,0,粉丝创作
75039551,128373406,695,6135,3810,1118,4117,9686,0,日常
894514372,544114835,19,6,92,7,21,450,0,音乐综合
47401457,83019954,1450,3566,9225,12461,1318,11229,0,时尚潮流
679434922,540612671,23,20,318,97,11,255,0,野生技能协会
24912621,42042082,754,590,773,688,150,1872,0,翻唱
933761597,431784281,207,119,303,168,15,3674,0,音乐综合
582683242,174686767,475,571,1027,148,607,2690,0,粉丝创作
94633009,161549260,466,680,2665,2656,752,7477,0,其他
76246228,130416242,626,1347,8375,3711,2383,9511,0,音乐现场
76187449,130317432,726,2488,2732,1748,773,8005,0,音乐综合
26739566,46011767,343,1271,2100,773,327,3512,0,娱乐杂谈
850701132,485580139,7,11,34,0,0,100,0,明星综合
850619391,481397532,12,3,41,6,0,90,0,娱乐杂谈
76119163,130212018,801,2219,10537,5150,4626,10095,0,音乐现场
809140575,512283167,134,189,52,31,6,669,0,明星综合
592280233,463229692,233,587,3878,1501,273,2548,0,音乐现场
295875360,491619367,139,27,871,771,90,2042,0,演奏
63302802,109933992,664,2207,9869,7634,2058,10956,0,音乐现场
29248664,50778920,278,501,5868,432,717,4597,0,综艺
24099827,40375820,429,937,1418,455,109,2284,0,日常
371122138,202134328,307,261,5169,5322,935,13697,0,翻唱
252230229,457421829,163,39,3010,714,172,4951,0,粉丝创作
66727105,115718453,283,2565,8906,2231,1210,13881,0,粉丝创作
59055507,102937648,121,317,1644,101,78,2480,0,综艺
32357424,56617539,168,955,750,122,82,2301,0,娱乐杂谈
379694059,456800186,161,77,2335,250,167,4170,0,明星综合
36321551,312149008,884,3601,10157,6817,3226,7838,0,粉丝创作
53799554,94107305,96,286,680,34,36,1739,0,日常
31506058,55079256,199,958,6454,1463,812,9070,0,演奏
673289154,346794667,559,198,3696,397,751,10381,0,明星综合
635284717,473444298,265,334,418,838,58,3124,0,翻唱
33893758,59353325,371,147,8213,819,876,8208,0,明星综合
465685258,485586652,73,41,1507,154,48,3218,0,音乐现场
455417763,184106437,4449,2786,2349,3314,578,8636,0,音乐综合
969578248,244377240,1202,1633,4707,3167,1920,13456,0,搞笑
45067032,78926176,1072,1284,7716,2168,2448,7787,0,音乐综合
38361141,67428575,206,297,767,42,45,1431,0,综艺
33239659,58179163,1449,11429,1337,155,111,2144,0,明星综合
90425958,154432535,162,13,487,9,16,2884,0,娱乐杂谈
978442568,491487119,86,91,794,620,24,2753,0,粉丝创作
852074748,544003046,20,27,1,0,0,39,0,明星综合
970189627,251917752,1313,1642,4710,8350,1238,12543,0,手机游戏
53289052,93230627,177,462,1209,91,135,1375,0,日常
458123740,265742931,627,3468,12832,2711,848,8254,0,音乐综合
415199975,252730584,790,666,3683,6448,692,9691,0,翻唱
65600489,113814748,779,2570,10808,5631,2156,10149,0,短片
337178017,455630362,178,201,2335,1134,618,3574,0,明星综合
892984189,478775032,327,263,1821,950,339,3291,0,明星综合
337755443,474622976,192,202,478,519,48,3722,0,翻唱
722085247,452394377,163,180,2808,644,348,2680,0,音乐现场
333690646,354434555,856,325,1647,173,371,5862,0,明星综合
936741420,511756299,120,101,552,119,31,1340,0,明星综合
676368345,430145092,319,171,2131,3856,272,5244,0,明星综合
34247572,59987563,217,673,1044,594,87,3285,0,综艺
929070950,388996707,1442,1843,8165,8081,1366,9513,0,粉丝创作
803713979,356830480,1215,927,3649,4976,714,7890,0,人力VOCALOID
210150525,472101996,331,238,317,898,62,2959,0,音乐综合
20847932,34155928,1098,848,4422,390,612,4570,0,明星综合
636333203,501694900,65,35,559,198,26,1834,0,粉丝创作
592305602,461923362,106,54,2712,869,200,4190,0,粉丝创作
77787237,133078835,266,912,7717,1062,467,12871,0,粉丝创作
551185108,500295289,217,317,662,452,182,1843,0,搞笑
549692131,457353553,276,29,3411,2203,445,2649,0,演奏
21373201,35150762,779,5698,8802,8525,1594,8232,0,粉丝创作
85700886,146476179,716,2100,10221,7116,1903,11559,0,粉丝创作
925472995,183322638,4442,8787,1078,2634,466,10141,0,音乐综合
928841783,287279174,1139,699,333,67,406,4405,0,综艺
44876466,78584782,556,4538,11689,4602,1517,10459,0,粉丝创作
935196048,470782102,302,1168,2009,1852,366,2445,0,粉丝创作
882517640,171130784,359,3186,9018,2602,720,12490,0,粉丝创作
381172900,499788645,155,121,884,847,82,1599,0,粉丝创作
76177785,130288799,311,8447,11368,3308,1308,8647,0,明星综合
70003654,121292672,146,706,6321,831,937,6379,0,音乐现场
