v_name,v_link,v_img,v_dur,v_num_play,v_time,u_link,u_id,v_id,aid,cid,reply,danmu,favorite,coin,share,like,tname,tag,tag_num
韩雪摇滚爆嗨《我管你》！许飞架子鼓敲奏带劲鼓点，颠覆女神形象,https://www.bilibili.com/video/BV1wF411B7YZ?from=search,https://i1.hdslb.com/bfs/archive/dc08aeb3d5ca6a37d96d77c315a6ed40dfaab128.jpg@480w_300h_1c.webp,140,6915,2021-12-20,https://space.bilibili.com/1575423899?from=search,1575423899,BV1wF411B7YZ,294989395,464972910,47,14,20,6,13,256,音乐现场,音乐现场*摇滚*华晨宇*音乐*韩雪*现场*我管你*许飞*打卡挑战*必剪创作,10
【初中生翻唱】好想爱这个世界啊（cover-华晨宇）吉他弹唱,https://www.bilibili.com/video/BV1wJ411C7fR?from=search,https://i2.hdslb.com/bfs/archive/ef82c5dc26b44211c96b53fb4b6e51b892eab88c.jpg@480w_300h_1c.webp,96,2277000,2019-12-12,https://space.bilibili.com/17207162?from=search,17207162,BV1wJ411C7fR,78999548,135187612,2904,3052,76922,70041,14648,140165,翻唱,翻唱*华晨宇*好想爱这个世界啊*2019年度音乐UP主选拔*吉他弹唱*COVER*音乐,7
【日语版】华晨宇 -「好想爱这个世界啊 / この世界を愛したいな」【男声翻唱】,https://www.bilibili.com/video/BV1qJ411x7Jn?from=search,https://i2.hdslb.com/bfs/archive/20928a4392b36629693b04259067bb6b1e121f74.jpg@480w_300h_1c.webp,259,665000,2019-12-20,https://space.bilibili.com/1964355?from=search,1964355,BV1qJ411x7Jn,79982673,136883868,1850,1751,48088,50109,10891,61078,翻唱,日文翻唱*翻唱*中文翻唱*外语翻唱*华晨宇*好想爱这个世界啊*花花*日文填词*bilibili音乐星计划*华语翻唱*国人男声,11
【开口跪】翻唱华晨宇版《易燃易爆炸》校十佳歌手炸裂现场，会不会翻车呢？,https://www.bilibili.com/video/BV16s41177X7?from=search,https://i0.hdslb.com/bfs/archive/288a0456eeaab404374fa571e045b5fc3dd374c9.jpg@480w_300h_1c.webp,214,532000,2018-06-23,https://space.bilibili.com/171280532?from=search,171280532,BV16s41177X7,25409432,43957539,1269,2120,8503,13503,2195,18731,翻唱,翻唱*中文翻唱*华晨宇*易燃易爆炸*十佳歌手*高音*LIVE*初投稿*现场*开口跪,10
【西瓜JUN】易燃易爆炸（华晨宇版）,https://www.bilibili.com/video/BV15W411F72h?from=search,https://i1.hdslb.com/bfs/archive/5a47923242a5133f7d0b3a81e4c18c43f4dadd12.jpg@480w_300h_1c.webp,224,579000,2018-05-11,https://space.bilibili.com/11684516?from=search,11684516,BV15W411F72h,23276387,38765420,3324,4799,23632,37004,4202,24358,翻唱,翻唱*完全没想到我竟然翻唱了这首这么带感的歌*西瓜JUN*易燃易爆炸*华晨宇*陈粒,6
【清华大学博士】【我的滑板鞋2016 & Rap God】清华校歌赛冠军现场致敬华晨宇！2分07秒Rap God震惊全场！他叫宿涵！,https://www.bilibili.com/video/BV16x411U7yx?from=search,https://i1.hdslb.com/bfs/archive/35c4322ee631b891f74da4e23bc7b2dbe2f9bacd.jpg@480w_300h_1c.webp,253,672000,2017-04-24,https://space.bilibili.com/99213134?from=search,99213134,BV16x411U7yx,10075104,16649608,758,2747,8454,1890,2928,8507,翻唱,中文翻唱*翻唱*华晨宇*清华校歌赛*我的滑板鞋2016*宿涵*学霸*姆爷*RAP说唱*RAP GOD,10
【初中生翻唱】《好想爱这个世界啊》（cover 华晨宇） “希望后来一切都好”,https://www.bilibili.com/video/BV1tJ411k7Nx?from=search,https://i2.hdslb.com/bfs/archive/6aa567d274865eba56cbbcc1db0998c58d413b1f.jpg@480w_300h_1c.webp,235,298000,2019-12-15,https://space.bilibili.com/237257200?from=search,237257200,BV1tJ411k7Nx,79374660,135834485,1843,572,10383,12096,1582,24384,翻唱,演奏*翻唱*华晨宇*吉他弹唱*弹唱*吉他*音乐*好想爱这个世界啊,8
【王牌对王牌】华晨宇 贾玲 杨迪妖娆叉腰演“S”，沈腾懵圈最后答案竟是“SHE”,https://www.bilibili.com/video/BV1CK4y1C7FL?from=search,https://i1.hdslb.com/bfs/archive/21f96f2ae579a2b52c0ff95e5af2ea62b0f5bdaf.jpg@480w_300h_1c.webp,89,1152000,2020-03-27,https://space.bilibili.com/504672822?from=search,504672822,BV1CK4y1C7FL,882600092,170489431,71,63,242,448,22,2053,网络游戏,综艺*王牌对王牌*华晨宇*贾玲*张若昀*沈腾*王牌*真人秀*刘哲尔*王牌对王牌 第五季*中国大陆*自己*关晓彤*管乐*张新成*吴宇恒*陆宇鹏,17
【韩国东东】韩国人看华晨宇《国王与乞丐》《异类》MV反应,https://www.bilibili.com/video/BV17s41167jn?from=search,https://i0.hdslb.com/bfs/archive/f8bad007188704ddc7496791e0bc23bcddb7064b.jpg@480w_300h_1c.webp,491,662000,2016-08-27,https://space.bilibili.com/39304265?from=search,39304265,BV17s41167jn,6036843,9798813,544,1833,1035,1367,179,1457,娱乐杂谈,华晨宇*异类*韩国女主播*韩国*韩国人*海外反应*韩国人反应*外国人眼中的中国*韩国主播*外国人的观看反应,10
《王牌对王牌》第五季13 游戏名场面：华晨宇变“八爪鱼”接雨？沈腾也有碾压全场的瞬间,https://www.bilibili.com/video/BV1154y1S7uJ?from=search,https://i0.hdslb.com/bfs/archive/e4f0eaeb3214b5d94f8d9469c3e41058256dd00d.jpg@480w_300h_1c.webp,9707,1146000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1154y1S7uJ,839043798,218706809,213,3385,4,873,5,5083,综艺,综艺*王牌对王牌*真人秀*张若昀*华晨宇*王牌*沈腾*刘哲尔*王牌对王牌 第五季*自己*中国大陆*管乐*贾玲*关晓彤*张新成*吴宇恒*陆宇鹏,17
《王牌对王牌》第五季10 华晨宇喜提网红带货NO.1 关晓彤遭沈腾“直男手法”撸妆,https://www.bilibili.com/video/BV1Xi4y137ab?from=search,https://i1.hdslb.com/bfs/archive/f429471495b814b456c6209da41787ea2a3f83e1.jpg@480w_300h_1c.webp,5814,941000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1Xi4y137ab,541506893,218704665,144,4327,1,592,6,3362,综艺,综艺*王牌对王牌*华晨宇*真人秀*王牌*张若昀*沈腾*刘哲尔*王牌对王牌 第五季*中国大陆*贾玲*自己*管乐*关晓彤*张新成*吴宇恒*陆宇鹏,17
《王牌对王牌》第五季11 华晨宇睡衣出场逆袭牌王 沈腾贾玲杨迪变“喜剧三大惨”？,https://www.bilibili.com/video/BV1F54y1D754?from=search,https://i0.hdslb.com/bfs/archive/1929d38a5e39f27ea89899e47ef4f51b3cfaba43.jpg@480w_300h_1c.webp,6028,1041000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1F54y1D754,839087093,217680172,376,9713,7,1101,4,4280,综艺,综艺*王牌对王牌*沈腾*真人秀*王牌*张若昀*华晨宇*刘哲尔*王牌对王牌 第五季*中国大陆*关晓彤*贾玲*管乐*自己*张新成*吴宇恒*陆宇鹏,17
《王牌对王牌》第五季04  华晨宇极致宠粉隔空送“礼物” 史上最暖云录制圆梦“最美医护工作者”,https://www.bilibili.com/video/BV1qp4y1q7Yx?from=search,https://i0.hdslb.com/bfs/archive/8c561fdf1a34479f42386efbe8bde49c9609e195.jpg@480w_300h_1c.webp,5897,1921000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1qp4y1q7Yx,969120786,276975702,257,4448,3,1461,5,6802,综艺,综艺*王牌对王牌*华晨宇*张若昀*王牌*沈腾*真人秀*刘哲尔*王牌对王牌 第五季*自己*关晓彤*贾玲*管乐*中国大陆*张新成*吴宇恒*陆宇鹏,17
《王牌对王牌》第五季09 庆余年重聚 华晨宇郭麒麟斗智斗勇比嘴快,https://www.bilibili.com/video/BV1PA411Y7bY?from=search,https://i1.hdslb.com/bfs/archive/f7ce4f8e76a330020d66ad81641257a7d2ea0382.jpg@480w_300h_1c.webp,5742,1691000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1PA411Y7bY,329051363,306825896,511,3548,1,1232,3,8063,综艺,综艺*王牌对王牌*王牌*真人秀*华晨宇*张若昀*沈腾*刘哲尔*王牌对王牌 第五季*中国大陆*自己*管乐*贾玲*关晓彤*张新成*吴宇恒*陆宇鹏,17
贾玲baby实力卖锅 华晨宇现场飙歌【王牌对王牌】,https://www.bilibili.com/video/BV1KL411T7uF?from=search,https://i1.hdslb.com/bfs/archive/d6279eef7b5bae1d3d4fdf650b427d5d0ce1dd7f.jpg@480w_300h_1c.webp,303,123000,2022-02-01,https://space.bilibili.com/429711841?from=search,429711841,BV1KL411T7uF,466757681,516223972,47,64,0,29,0,492,综艺,综艺*王牌对王牌*华晨宇*沈腾*真人秀*贾玲*关晓彤*主持人*沈涛*自己*中国大陆*郝健*王牌对王牌4*王牌对王牌 第四季*TrumpCardSeasonⅣ*关双双*Shuangshuang Guan*贾俞玲,18
【华晨宇】2019火星演唱会11月16日场次全程多机位饭拍剪辑,https://www.bilibili.com/video/BV1jA411g7ts?from=search,https://i2.hdslb.com/bfs/archive/9039ccc36a1fb756a6052dece856eeeb55fe3697.jpg@480w_300h_1c.webp,20195,164000,2021-02-05,https://space.bilibili.com/192560116?from=search,192560116,BV1jA411g7ts,331608813,292916139,6019,21880,13006,17022,2625,13873,音乐现场,音乐现场*华晨宇*演唱会*LIVE*现场*饭制剪辑*音乐*饭拍*海口*多机位,10
【华晨宇】那些年你哥里外双标的亚子,https://www.bilibili.com/video/BV1DJ411F7C5?from=search,https://i1.hdslb.com/bfs/archive/3647198241455310d41c028ca51fca9b565b379d.jpg@480w_300h_1c.webp,385,291000,2019-10-07,https://space.bilibili.com/141000908?from=search,141000908,BV1DJ411F7C5,70398589,121954016,414,3987,14894,7451,1612,23793,明星综合,明星*华晨宇*花花*ET*娱乐,5
【华晨宇】视觉微电影《不止于此》，等你来探索～【时尚COSMO】,https://www.bilibili.com/video/BV1wb411v7MD?from=search,https://i1.hdslb.com/bfs/archive/deb49cfc3944d0c9bee9d94d7492257be822e2f7.jpg@480w_300h_1c.webp,91,129000,2019-03-12,https://space.bilibili.com/281717416?from=search,281717416,BV1wb411v7MD,46076034,80725567,1889,4113,16373,19111,2324,19121,明星综合,明星*华晨宇*时尚COSMO*时尚,4
【歌手·当打之年】reaction EP6（上），华晨宇《神树》没有共鸣？劳哥提供多角度给大家思考…周深中俄双语花腔惊艳演绎《达尼亚×红莓花儿开》,https://www.bilibili.com/video/BV1C7411o7Vx?from=search,https://i1.hdslb.com/bfs/archive/c88ec325ab2456ef5ea3af8b49fb34769fecbb13.jpg@480w_300h_1c.webp,4272,530000,2020-03-16,https://space.bilibili.com/274412048?from=search,274412048,BV1C7411o7Vx,96783424,165211535,1250,7891,1116,2916,230,8938,综艺,综艺*周深*华晨宇*神树*达尼亚*米希亚*袁娅维*歌手*全能打卡挑战,9
【华晨宇】2021.11.28 华晨宇海口火星演唱会 全程,https://www.bilibili.com/video/BV15R4y1W7zx?from=search,https://i2.hdslb.com/bfs/archive/7b8f760565f0304a633862bb4f3ba8c334c57171.jpg@480w_300h_1c.webp,18763,65000,2021-12-19,https://space.bilibili.com/12012145?from=search,12012145,BV15R4y1W7zx,337427758,464268521,305,2794,4071,1763,190,4284,音乐现场,音乐现场*华晨宇*演唱会*华语现场,4
【华晨宇】游戏巡游大叔《好想爱这个世界啊》,https://www.bilibili.com/video/BV1bJ411X7Ht?from=search,https://i1.hdslb.com/bfs/archive/5db1795c19437a7a2840b6714e1eb5fef6dfa848.jpg@480w_300h_1c.webp,822,520000,2019-11-27,https://space.bilibili.com/67199308?from=search,67199308,BV1bJ411X7Ht,77166382,131993389,659,2528,3565,1498,921,12751,音乐综合,华晨宇*华晨宇Reaction*音乐*外国人反应*反应视频*华晨宇反应,6
华晨宇你逼死我好了——史 上 最 垃 圾 翻 唱,https://www.bilibili.com/video/BV11Y411b77a?from=search,https://i1.hdslb.com/bfs/archive/95e3e27a4448b39b5ce0cb5a9906583be2ab2f85.jpg@480w_300h_1c.webp,383,34000,2022-01-22,https://space.bilibili.com/335246573?from=search,335246573,BV11Y411b77a,253366610,489580353,214,562,254,479,96,2136,翻唱,翻唱*华晨宇*男声*唱歌*火星人*2022新年音乐大作战*新年音乐大作战,7
【春天花会开】携手伯乐华晨宇、谭维维、雷佳，一起倾尽热爱，一路高歌吧~,https://www.bilibili.com/video/BV1b44y1M7M1?from=search,https://i1.hdslb.com/bfs/archive/4d5b20a9a9df11f23a7bfe8440449583430119e6.jpg@480w_300h_1c.webp,58,1340,2022-03-09,https://space.bilibili.com/1679085335?from=search,1679085335,BV1b44y1M7M1,979564279,545327637,62,9,17,51,9,266,综艺,综艺*娱乐花式安利官*华晨宇*湖南卫视*国风*娱乐*谭维维*海天*黄豆酱*雷佳*春天花会开*娱乐花式安利官第二期,12
『华晨宇』我不搞笑，我真的不搞笑,https://www.bilibili.com/video/BV1P7411L7aX?from=search,https://i2.hdslb.com/bfs/archive/4c30d82718ef5940ad29cae9b27c5f1f7f2c9688.jpg@480w_300h_1c.webp,396,290000,2020-02-11,https://space.bilibili.com/335334746?from=search,335334746,BV1P7411L7aX,88291306,150826198,521,4695,17448,5823,2869,24411,粉丝创作,综艺*明星*华晨宇*花花*娱乐*沙雕*剪辑*搞笑,8
华晨宇来啦！被猪血糕吓到“花容失色”？看见羊腿走不动路……,https://www.bilibili.com/video/BV15b41137mf?from=search,https://i2.hdslb.com/bfs/archive/ce99cc4c0d6f2aa825a1ad8c56f171aa1d95e580.jpg@480w_300h_1c.webp,423,213000,2019-04-06,https://space.bilibili.com/309281577?from=search,309281577,BV15b41137mf,48481742,84903340,1601,4855,15325,14095,2382,17539,综艺,综艺*王牌对王牌*华晨宇*齐木楠雄*沈腾*关晓彤,6
【王牌对王牌第六季】第一期：华晨宇喝水喝饱了,https://www.bilibili.com/video/BV1XK4y1H7Wr?from=search,https://i1.hdslb.com/bfs/archive/f77335431d12d5cee70318bed6b3c6c72cd64b3f.jpg@480w_300h_1c.webp,62,487000,2021-01-29,https://space.bilibili.com/504672822?from=search,504672822,BV1XK4y1H7Wr,886396489,289587624,1749,2023,3223,4429,409,10410,综艺,综艺*王牌对王牌*华晨宇,3
好想爱这个世界啊。华晨宇对不起！,https://www.bilibili.com/video/BV137411R7b1?from=search,https://i2.hdslb.com/bfs/archive/012e6c52968f67debf9bfd1ea5cd1f49780d5e02.jpg@480w_300h_1c.webp,73,361000,2020-03-19,https://space.bilibili.com/7327509?from=search,7327509,BV137411R7b1,97301683,166104869,960,2427,5582,3991,4609,24003,演奏,演奏*华晨宇*好想爱这个世界啊*电音蝌蚪*音乐*独奏*搞笑,7
【华晨宇】疯人院 全网最完整版 降噪立体环绕效果 高品内场饭拍 P2字幕版,https://www.bilibili.com/video/BV1bJ411p78c?from=search,https://i0.hdslb.com/bfs/archive/db6435b27f08cf7ef222ce443f7a8e780324a13b.jpg@480w_300h_1c.webp,921,308000,2020-01-11,https://space.bilibili.com/400891837?from=search,400891837,BV1bJ411p78c,83012600,142010597,729,1975,19669,6783,2577,19403,音乐现场,音乐现场*华晨宇*疯人院*华语现场*饭拍,5
【澄清】华晨宇并不是毕业于三本！也已经对乐理问题给予道歉。,https://www.bilibili.com/video/BV1C741127Hr?from=search,https://i0.hdslb.com/bfs/archive/0f28654dfe5181358aa50ae5b9e573bf783f47be.jpg@480w_300h_1c.webp,207,355000,2020-03-25,https://space.bilibili.com/487525610?from=search,487525610,BV1C741127Hr,99020849,169031422,3416,790,2099,6730,337,21923,音乐综合,华晨宇*华晨宇YU*音乐*艺考生*艺考,5
第460期红秀封面：华晨宇 忘我之境,https://www.bilibili.com/video/BV1Xi4y1s7ni?from=search,https://i0.hdslb.com/bfs/archive/9065c6517fda3e26c33d22b8dc5d2bfd0a6c6f09.jpg@480w_300h_1c.webp,46,116000,2020-06-09,https://space.bilibili.com/397329520?from=search,397329520,BV1Xi4y1s7ni,540930044,200123376,1604,2364,14641,18863,2307,20621,明星综合,明星*华晨宇*红秀Grazia,3
挑战达人#华晨宇#又来了，这次是32枚硬,https://www.bilibili.com/video/BV1VE411A7gT?from=search,https://i0.hdslb.com/bfs/archive/9d06764c35820f161d76130cde9d72f0efd770be.jpg@480w_300h_1c.webp,19,553000,2020-03-20,https://space.bilibili.com/504672822?from=search,504672822,BV1VE411A7gT,97817452,166985385,919,382,2596,2224,561,6730,社科·法律·心理,明星*综艺*王牌对王牌*小视频*王牌*张若昀*沈腾*真人秀*华晨宇*刘哲尔*王牌对王牌 第五季*自己*中国大陆*贾玲*关晓彤*管乐*张新成*吴宇恒*陆宇鹏,19
华晨宇实力翻唱《浮夸》，深情之至便是癫狂，动情之处便是放纵,https://www.bilibili.com/video/BV1b4411U7wA?from=search,https://i0.hdslb.com/bfs/archive/331ca65c3cab99da92fc3c2b53c890b33812dabc.jpg@480w_300h_1c.webp,233,582000,2019-08-15,https://space.bilibili.com/96496787?from=search,96496787,BV1b4411U7wA,63850116,110853569,2081,5861,1101,152,3149,4812,音乐综合,音乐现场*翻唱*华晨宇*王祖蓝*林志炫*陈奕迅*《浮夸》,7
华晨宇、G.E.M.邓紫棋 - 光年之外 - 歌手第二季 歌王战,https://www.bilibili.com/video/BV1qt411t7H1?from=search,https://i0.hdslb.com/bfs/archive/073dbd71fbdf858141dc524c1df3d779ef9fe0ee.jpg@480w_300h_1c.webp,278,568000,2019-01-28,https://space.bilibili.com/8607832?from=search,8607832,BV1qt411t7H1,41932093,73623972,354,1802,4467,1138,1410,5474,音乐现场,音乐现场*华晨宇*邓紫棋*国语现场,4
华晨宇竟然飚到了混声Bb5！！,https://www.bilibili.com/video/BV1Rb411V7Q3?from=search,https://i1.hdslb.com/bfs/archive/d6c8b2ad7343946805462440a8f036261da117ff.jpg@480w_300h_1c.webp,83,608000,2019-04-21,https://space.bilibili.com/271586154?from=search,271586154,BV1Rb411V7Q3,50016832,87563498,1609,669,2644,124,376,3568,日常,华晨宇*华晨宇YU*开口跪*高音*高能*自制,6
塌房都是有预兆的，华晨宇送张碧晨玩具,https://www.bilibili.com/video/BV1W34y127ps?from=search,https://i1.hdslb.com/bfs/archive/be8217da0c8cf71e51b1a2cbfa0a7e76818de3d0.jpg@480w_300h_1c.webp,144,64000,2022-01-28,https://space.bilibili.com/1895043442?from=search,1895043442,BV1W34y127ps,808596403,495075676,20,12,60,8,7,1428,综艺,综艺*汪涵*杨迪*华晨宇*张碧晨*钱枫*吴宣仪*孟美岐*影娱哔哔官,9
【华晨宇】名场面：想喝酒却被空姐质疑未成年,https://www.bilibili.com/video/BV1K7411M7p4?from=search,https://i2.hdslb.com/bfs/archive/df45bbe5767d217fcf33dc11ee53a23698d46869.jpg@480w_300h_1c.webp,175,463000,2020-02-26,https://space.bilibili.com/273083028?from=search,273083028,BV1K7411M7p4,91680997,156550164,389,912,4211,207,651,21052,粉丝创作,综艺*明星*华晨宇*旅途的花样*金晨*可爱*喝酒*张歆艺*搞笑,9
"【华晨宇】没睡醒的花连线直播卡成狗，发出灵魂拷问：""你在吗""",https://www.bilibili.com/video/BV12J411S7Rf?from=search,https://i0.hdslb.com/bfs/archive/33ecf69c15afcd64c7def422c9728e076be969aa.jpg@480w_300h_1c.webp,752,310000,2019-11-14,https://space.bilibili.com/402274987?from=search,402274987,BV12J411S7Rf,75593956,129310036,970,10819,17788,4530,2903,20889,粉丝创作,明星*华晨宇*et*直播*剪辑*搞笑,6
华晨宇日系撕漫男我真的转到颜粉了,https://www.bilibili.com/video/BV1B4411n77G?from=search,https://i1.hdslb.com/bfs/archive/6853a3ed38e31d37e5af8ee192cffa85d8a6ba41.jpg@480w_300h_1c.webp,58,479000,2019-06-03,https://space.bilibili.com/35453936?from=search,35453936,BV1B4411n77G,54422785,95186151,1110,909,8661,1931,1060,12819,粉丝创作,明星*华晨宇*花花*明日之子*男神*歌手,6
华晨宇，一个战胜唢呐的男人,https://www.bilibili.com/video/BV17R4y147B9?from=search,https://i1.hdslb.com/bfs/archive/8d7fd079e91f1a8d7962a168ffa1c4a66f2b820f.jpg@480w_300h_1c.webp,241,81000,2021-12-02,https://space.bilibili.com/327645514?from=search,327645514,BV17R4y147B9,337005409,453038869,228,206,3983,1842,442,6384,粉丝创作,华晨宇*安利向*齐天大圣*华晨宇演唱會*火星演唱會*剪辑*现场*唢呐,8
【2020天猫双十一狂欢夜】华晨宇《斗牛》,https://www.bilibili.com/video/BV14p4y167QH?from=search,https://i1.hdslb.com/bfs/archive/6c05b514d52c6f12f9d70e3a4b9863fbf7c84d6b.jpg@480w_300h_1c.webp,381,227000,2020-11-11,https://space.bilibili.com/504672822?from=search,504672822,BV14p4y167QH,970224434,254624024,2305,5701,9093,13766,3125,17163,综艺,综艺*华晨宇,2
【华晨宇】相爱，相杀。,https://www.bilibili.com/video/BV1Kq4y1y7BK?from=search,https://i2.hdslb.com/bfs/archive/fcdb31f7c2fae2eb273b487ac24aba4062f4e2f3.jpg@480w_300h_1c.webp,46,23000,2022-01-09,https://space.bilibili.com/33701008?from=search,33701008,BV1Kq4y1y7BK,593025347,480677489,148,62,2435,2355,121,4925,粉丝创作,明星*华晨宇*娱乐,3
【新增国风元素版】【华晨宇|降临|万物复苏X生机降临】“极致的圣洁，洗礼生命”,https://www.bilibili.com/video/BV1vE411E77x?from=search,https://i0.hdslb.com/bfs/archive/f5d8db4df90e2d7624f0526fe09cda4727e2f447.jpg@480w_300h_1c.webp,527,210000,2020-03-02,https://space.bilibili.com/376079998?from=search,376079998,BV1vE411E77x,92983664,158742270,578,1393,14362,12500,3704,20529,影视剪辑,华晨宇*降临*影视剪辑*音乐*华晨宇降临*明星,6
黑煤球倾情献唱《stay with yu》华晨宇，乐坛有你针了不起～华神牛逼！,https://www.bilibili.com/video/BV1B44y1K7nW?from=search,https://i0.hdslb.com/bfs/archive/c668c673205d0f1a482d7cba2f5f7c7fd7175717.jpg@480w_300h_1c.webp,175,448,2022-03-10,https://space.bilibili.com/236686321?from=search,236686321,BV1B44y1K7nW,979726872,546197990,46,19,124,120,13,552,明星综合,王牌对王牌*华晨宇*花花*搞笑*音乐*ET,6
【华晨宇】飒混剪 乖乖把命留下,https://www.bilibili.com/video/BV1n4411N7oS?from=search,https://i0.hdslb.com/bfs/archive/d7e277e7dd850f9d3b11f17aa31c7d4ac7c8d74b.jpg@480w_300h_1c.webp,198,224000,2019-06-09,https://space.bilibili.com/319827296?from=search,319827296,BV1n4411N7oS,55111173,96372118,1377,3563,17335,12040,2980,17479,粉丝创作,明星*华晨宇*飒*混剪,4
【王牌四 6期】华晨宇的蜜汁曲库，沈腾：小小年纪多老的歌儿都敢唱！,https://www.bilibili.com/video/BV11b411v7qv?from=search,https://i0.hdslb.com/bfs/archive/4e64af779dec90c4286ccb5882494ac6a1b79e33.png@480w_300h_1c.webp,792,586000,2019-03-09,https://space.bilibili.com/2423927?from=search,2423927,BV11b411v7qv,45729361,80317057,235,1784,2902,206,231,5443,综艺,综艺*华晨宇*王牌对王牌 四季 第6期：华晨宇高能片段*最后问题答案：C.和前女友比较*接歌游戏*接歌游戏《风雨彩虹 铿锵玫瑰》*接歌游戏〈千万次的问〉*接歌游戏《渴望》（悠悠岁月）,8
[华晨宇]点进去没人能正常出来（戴上耳机当心社死）,https://www.bilibili.com/video/BV1hb4y1W7Sp?from=search,https://i0.hdslb.com/bfs/archive/191872800199249f38c8562befea62691bed046d.jpg@480w_300h_1c.webp,57,1100,2022-03-09,https://space.bilibili.com/171468057?from=search,171468057,BV1hb4y1W7Sp,637047613,545338435,124,29,1036,253,66,1255,明星综合,花花*华晨宇*欲向,3
被华晨宇伤害最深的男人,https://www.bilibili.com/video/BV1nv4y1f7F1?from=search,https://i2.hdslb.com/bfs/archive/dcea87c1795542101cdf147018fc6e2e9f2f6fc7.jpg@480w_300h_1c.webp,104,397000,2021-01-22,https://space.bilibili.com/226243718?from=search,226243718,BV1nv4y1f7F1,543806911,285972134,1324,1081,1228,3677,2185,21544,搞笑,搞笑*花花*搞笑视频*脱口秀*华晨宇*搞笑吐槽*G僧东,7
【音乐分析】华晨宇《神树》编曲分析 享受音乐 远离黑子,https://www.bilibili.com/video/BV1Pp4y1C7H4?from=search,https://i2.hdslb.com/bfs/archive/a80a085a25b586ce10630bdaf466ad49aa0fedb9.jpg@480w_300h_1c.webp,1174,123000,2020-03-29,https://space.bilibili.com/21833607?from=search,21833607,BV1Pp4y1C7H4,967592551,171091977,1457,8433,7167,19567,1777,19163,音乐综合,华晨宇*神树*编曲*花花*降临*全民音乐UP主*歌手*大哥*作曲*bgm,10
【王牌对王牌6】华晨宇唱《杀破狼》,https://www.bilibili.com/video/BV1xK4y1J75f?from=search,https://i1.hdslb.com/bfs/archive/664a1b5dded93426c40e03bfa93052403bf94dc4.jpg@480w_300h_1c.webp,136,368000,2021-02-26,https://space.bilibili.com/504672822?from=search,504672822,BV1xK4y1J75f,886932090,303369301,4322,4645,7086,7579,1423,12423,综艺,综艺*王牌对王牌*华晨宇,3
华晨宇《春》，凭什么能让你入坑？,https://www.bilibili.com/video/BV1Zb4y147Ce?from=search,https://i1.hdslb.com/bfs/archive/43d840e52604577dbf382168e8bb123f17db5300.jpg@480w_300h_1c.webp,846,19000,2022-02-21,https://space.bilibili.com/411549974?from=search,411549974,BV1Zb4y147Ce,636710510,513649935,156,105,189,290,27,1208,音乐综合,华晨宇*英伦摇滚*花花*癌*希望*嗨歌*春*必剪创作*能量要正态度要氢,9
华晨宇、范媛媛《如果你是李白》,https://www.bilibili.com/video/BV1hs411a7RG?from=search,https://i1.hdslb.com/bfs/archive/0439308816d49ec67c7ce1a71e553a5385988db0.jpg@480w_300h_1c.webp,252,513000,2016-12-25,https://space.bilibili.com/2423927?from=search,2423927,BV1hs411a7RG,7700293,12618030,352,1353,11624,1213,2990,6646,明星综合,明星*华晨宇*范媛媛*如果你是李白*天籁之战,5
【耗时36300秒60帧】直击灵魂的震撼！踩点-华晨宇-神树,https://www.bilibili.com/video/BV1W7411Z7sQ?from=search,https://i2.hdslb.com/bfs/archive/ec60f03a9395694f82bfe80d0da12438659e3fd2.jpg@480w_300h_1c.webp,318,166000,2020-03-17,https://space.bilibili.com/14860085?from=search,14860085,BV1W7411Z7sQ,96915317,165456002,553,1299,11599,14805,1917,23069,影视剪辑,影视混剪*华晨宇*神树*花花*灾难片*影视剪辑*震撼*剪辑*混剪*全能打卡挑战*电影,11
明日之子1张碧晨帮唱《白月光》华晨宇评委cut,https://www.bilibili.com/video/BV1mr4y1N7EN?from=search,https://i2.hdslb.com/bfs/archive/59f1ca3bff1bbbfaa98d0f8d8be31f1b1e710a22.jpg@480w_300h_1c.webp,501,598000,2021-01-23,https://space.bilibili.com/3701636?from=search,3701636,BV1mr4y1N7EN,756317666,286126487,715,1142,1881,67,792,3823,综艺,综艺*音乐*华晨宇*现场*张碧晨*明日之子,6
【华晨宇】天暗下来你就是光,https://www.bilibili.com/video/BV1Lf4y1F7AH?from=search,https://i0.hdslb.com/bfs/archive/9f578ddd4d0169239d69dfda605b7d525c165752.jpg@480w_300h_1c.webp,29,24000,2022-01-18,https://space.bilibili.com/39384709?from=search,39384709,BV1Lf4y1F7AH,380861716,486967889,105,83,2613,903,204,5210,音乐现场,音乐现场*音乐*华晨宇*现场*火星演唱会*疯人院*华语现场,7
