mid,following,follower,name,sex,sign,level,is_up
400479198,9,96368,华晨宇全球歌迷会,男,华晨宇唯一官方后援组织,6.0,1
394073072,138,613,羊腿斯拉yu,男,以娱乐为宗旨，以开心为目的。（搬运视频私信）,5.0,1
35453936,69,598,unifyvalet,保密,感谢,5.0,1
236686321,133,7136,草帽家的张三疯yu,女,,6.0,1
2044539890,46,4933,灿烂星恒,保密,,5.0,1
192560116,5,150333,华晨宇资源小屋,男,华晨宇资源站 专注华晨宇丨Music丨Stage丨News etc.,6.0,1
4482049,25,57921,小调DER,保密,若没了健康，其他都是浮云~,6.0,1
21330948,462,1426912,隔壁班的喵会长,保密,日常在微博@隔壁班的喵会长 直播录屏@喵会长在隔壁班o(*￣▽￣*)ブ,6.0,1
154057736,8,1285,整齐是锅哈,女,视频都是自己拍的，我自己喜欢所以就传了。喜欢的观看，不喜欢的解散。,5.0,1
16598024,177,539,Puzzle玛丽有只小绵羊,保密,"（*^_^*）在宇宙中，超光速了吗？

有生之年想听《巨鹿》现场
我最爱的歌《疯人院》
",6.0,1
14320648,576,7600,辣卷的斗牛少女yu,女,"佛系挖坟up主
华晨宇的妹妹粉（妹妹粉不配拥有姓名吗？QAQ）卷儿粉",6.0,1
325137421,1,1769,韩语韩星汇,保密,咨询QQ： 2327517500 想学习韩语的请加我QQ，免费学习韩语,3.0,1
65561627,27,668,林疋小花,女,我是丛林中的一朵小花,5.0,1
425403422,88,154,假装很天真tz,保密,以前很活跃的b站用户曾经搬运歌曲,5.0,1
387441694,117,707,程序圆圆圆,女,好好学代码,5.0,1
601396259,69,605,娱乐圈圈点点,保密,,3.0,1
242570278,21,1255,小喰来自火星啊,女,很好说话一人，有事情私信。,5.0,1
1726786608,12,17633,果果音乐街521,保密,好听的音乐，有趣的盘点，期待你关注,5.0,1
15612982,192,176,浅蓝yu,保密,一个火星人,5.0,1
270795832,740,329,大脸子萍徐,女,一切美好的事物都喜欢。喜欢什么剪什么。,4.0,1
339721274,122,256,乐吟凛,男,没有个性的签名。,5.0,1
440558661,36,68168,肉铺掌柜ing,男,微博：UP_肉铺掌柜ing  三观不正，勿cue,6.0,1
288449607,175,309,大福的咯咯,女,不周更up！！！,5.0,1
39304265,37,933506,韩国东东,保密,微博:韩国东东 / 邮箱:china@brandarchitect.co.kr,6.0,1
2129607754,11,109,氿乐奈生卷,保密,被爱啊，去爱吧。,4.0,1
178115659,229,4228,琉大琳,女,Music & Video?,6.0,1
22152270,97,196,Yimui,保密,,5.0,1
265720912,202,1536,GNR丶小七,保密,up主要更新uzi、华晨宇、RNG的视频，喜欢的大哥们可以三连支持一下哦,6.0,1
322370646,53,1229,一个游方的z少侠,女,我有一个很爱的小朋友叫华晨宇（这里私聊如果长时间没回复的话，戳wb:花朝七时）,5.0,1
345883749,10,2528,司机王开箱,保密,手机数码开箱点评，老司机带路，快上车！,4.0,1
1993524327,3,2437,兜子娱乐,女,兜子带你探索娱乐圈,0.0,1
10316904,18,110130,音乐学霸哥e,保密,音乐制作人，乐评人,6.0,1
397329520,1,2892,红秀GRAZIA官方,保密,,6.0,1
354319472,51,22908,泊濛音乐,保密,唯有音乐伴我前行！,6.0,1
616426609,10,84,美美大大me,保密,喜欢那一朵娇艳的花，18岁，大一，政法大学，法律英语,3.0,1
2423927,963,32889,牛牛的约定,保密,每周五晚20：10分湖南卫视播出《春天花会开》，大概率芒果tv有回播。每周五晚浙江卫视20：20播出新一季《王牌对王牌》，爱优腾vip回播。,6.0,1
13575288,292,168850,芜湖小佐助,保密,原ID：宇智钵啥是gay,6.0,1
6055033,10,22488,红油豆腐乳,保密,一名游戏 动画 国创区UP 喜欢的关注一下吧,6.0,1
165598329,239,57,脱缰的jerry,保密,。,5.0,1
1454439551,64,78,航行万里皆是阳光,女,,3.0,1
436847743,92,340,陆筱茜yu,保密,火星村村花陆筱茜是也.,5.0,1
226243718,115,541753,G僧东东,保密,"捍卫上海文化，痛打消费主义，拖更型搞笑博主，我叫Paul 姓吕，他们叫我16号线
商务加：linzhu111111",6.0,1
1471239302,18,140,霁雨苍穹,保密,"""缩的越小的时候，你看到的世界就会越大。""---华晨宇",4.0,1
3134601,82,607,zzz粥z,男,人之所以会持有偏见，是因为人在持有偏见时会认为自己是对的。,5.0,1
51651723,78,6896,新野玲子yu,女,"不经常上号 看到消息会回复 感谢相遇丨视频禁二传二改
",6.0,1
33701008,29,10676,_NANYANG_,保密,,6.0,1
602510483,66,1297,静素纯2013ET,保密,"这里是【华晨宇】歌迷向自制剪辑视频（非盈利)分享up主，歌迷私人号，不混圈。围脖同名 视频同步更新备份存档。感谢小伙伴们的观看点赞与支持?
",5.0,1
96496787,129,15218,花漾音乐,保密,,6.0,1
299402390,8,7165,梦梦梦丽苏游记,保密,,4.0,1
37780632,88,53,猪年是我本命年,保密,,5.0,1
22807706,0,1278,自不言,女,"兴趣很杂，不喜欢的内容可以选择不理不看，谢谢。
是只嗑博肖的玐",5.0,1
294605980,19,6839,匠星影视,保密,每日娱乐新鲜资讯，明星八卦啃不停,4.0,1
177278117,11,533,八十五號帆船,保密,多担,5.0,1
321533095,130,193,dy_kirito,男,你一定能够成为你想要去成为的人,5.0,1
21535914,53,316,不知品种的虾丶,保密,永远做个自由的小疯子吧,5.0,1
107183277,19,467,YoYo说娱乐,保密,,3.0,1
675753138,2,998,春天的吮,保密,不用关注我宝贝们，这个账号就是为这个视频注册的，不出意外，应该不会再更新哈哈,5.0,1
395003063,32,1102,MARS炸花卷儿,保密,,5.0,1
13386939,292,76,神明少年yu,保密,"呈现心中的每一个画面。
微博@神明少年yu
",5.0,1
362783935,4,512,非是一,保密,,3.0,1
85466306,21,3019,Z木辛H,保密,追星女孩，看到好玩的有趣的。都会剪辑出来跟大家一起分享,5.0,1
235992262,722,2303,孤独伴长清,保密,,5.0,1
13128906,93,574,丧心的Kami,女,都是自存,6.0,1
25623760,12,13419,韩国女生金正元,男,中韩情侣，分享日常以及娱乐类reaction反应视频。合作请私信。,6.0,1
1641835731,7,315,娱乐看点club,保密,每天更新娱乐八卦，欢迎大家关注我！,3.0,1
1344715992,2,195,大叔爱吃瓜啊,保密, 大叔带你一起吃瓜！,2.0,1
446420185,8,210571,MOCA初体验,保密,vx: mlx9059238677,6.0,1
10040536,445,361,花崎玉子,女,(?ゝω??)ゞ,6.0,1
298722525,1,1339,恶搞达人秀,保密,,4.0,1
587359454,34,75,Senyu-L,女,最喜欢小花,4.0,1
279788772,26,41082,Nanya姐姐,保密,我是韩国小学老师。我爱?中国文化 。我可以教你韩语。合作VX: adoba_,5.0,1
510129382,78,1698,花花得不到的et,女,up主大爱飒飒，炸炸和绒绒！感谢大家的支持！（鞠躬！）,5.0,1
487525610,158,2038,胖轩轩轩轩轩丶,保密,视唱练耳吧主，艺考生吧主，音乐艺考部落创始人，河南流行音乐家协会会员，腾讯官方认证音乐人，专程为大家解决艺考疑难问题。,6.0,1
335246573,175,1765,乔治城里老乔治,保密,你要做的不是变成别人喜欢的样子，而是等喜欢的人来发现你。——沃兹基硕德,5.0,1
236057837,15,21434,韩国宾宾,女,韩国女孩的中韩文化安利频道,5.0,1
481783021,61,6085,LGD_和平精英,女,LGD俱乐部和平精英分部，官方粉丝Q群：826017019，官粉v群私信邀请，应援团已开通（最惨官妹，在线整活）,5.0,1
276145392,159,124,再度逃离,保密,,5.0,1
34467057,219,1087,自由的星星野,女,love myself (书粉!宇航员!阿米!二次元!爱磕cp）我视频里出现的大可爱们一定会再出现的只是时间问题，不要急～更新的很杂,6.0,1
380554481,2,30103,ADU_袋鼠TV,保密,我们是一群生活在袋鼠国的童鞋~商业合作:请联系printstar.aus@gmail.com .。,5.0,1
1467634,226,25240,CIP_Music,保密,所有视频都是自编自弹。TB店：CIP Music,6.0,1
19348720,68,218,卷鹅の老婆,保密,。,5.0,1
407739637,194,2039,黑霄雲,保密,姓黄，妹妹也叫hxy。天天在线,5.0,1
184564988,83,61,暮墨染羽君画汐,保密,,5.0,1
392035586,48,696297,悦耳声乐大课堂,保密,让每个人的学习更简单，让每一天的生活更艺术！  学唱歌加Vx:yueeraq688,6.0,1
343084292,11,599676,电影频道融媒体中心,保密,,6.0,1
493724937,2,623,师起灵,女,忧来思君不可忘，不觉泪下沾衣裳。,4.0,1
13772041,192,2453,立风哥哥的雪糕,保密,存一些杂七杂八的视频和图，图放在动态会标明出处，禁二传二改。侵删。,5.0,1
302769417,1625,1103,fifi林,女,爱手作、画画的ET，也喜欢“柚子”,6.0,1
114040080,116,213,乔小白被被子绑架了,女,人穷志还短，爱玩又挺懒。不改名会死人士(#^.^#),6.0,1
294608145,5,1132,音乐手记,保密,音乐消息就在音乐手记~,3.0,1
580525331,76,4095,-萤惑棱镜yy-,女,宅种,6.0,1
4801813,247,3495,小饼叽是首席花吹,男,微博：小饼叽是首席花吹,6.0,1
37846296,43,19744,华晨宇家的火星鸡腿花,保密,"新浪微博ID火星鸡腿花，最爱华晨宇，猫咪还有二次元动漫。
重口味恐怖爱好者，兴趣视频剪辑，以安利华晨宇音乐为主",6.0,1
171468057,43,764,我不是拾伍,保密,懂你奇奇怪怪，陪你可可爱爱。,4.0,1
510242074,66,39043,怀旧音乐屋,保密,"怀旧金曲
怀旧粤语金曲
流行歌曲
日韩、欧美歌曲大全",5.0,1
404831513,84,60,大魔王0801,保密,,4.0,1
10984744,15,31099,HeyJudy_华晨宇资源博,女,授权及其他私信微博https://weibo.com/u/5771744283,6.0,1
2598184,311,13574,BlossomingDay,保密,Mer~~~,6.0,1
441892142,7,71462,Bella_Lucas官方频道,保密,官方乐谱网站：http://www.mymusicsheet.com/bellalucas,6.0,1
397843763,136,100934,出云-冯浩海,保密,"坐标武汉宝通寺，欢迎线下来玩~
有个企鹅群：1003579348
有个挂谱子的淘宝店铺：出云琴社
商务合作可添加vx：Saheifo
",6.0,1
446213430,92,124,依古比古HDH,保密,专注于影视娱乐分享，粉丝福利可加群：606230921，每日更新最新资源，免费获得,4.0,1
258315575,138,3573,旋风地堂腿,保密,锁门自己玩,6.0,1
60511551,9,197,南岸阿娜,保密,,5.0,1
401519935,184,4527,沐翾tua-aeng,女,退，爱我所爱。 需要文不过审部分加v：muxuanMG,5.0,1
12416326,208,6929,性格如此灬,保密,包梓包梓！性格如此！,6.0,1
431205710,25,268719,林子安anviolin,保密,网易云/Youtube林子安Anviolin｜Wb:林子安Ananviolin｜ins : an__official(雙底線）,6.0,1
416216400,70,15143,MERFLOWERS,女,水仙up！做大做强！卷王在此！永不拖更！童叟无欺！如有不实，请下载国家反诈中心APP！（工作忙碌不看私信敬请理解）,6.0,1
300240210,9,203,孙悟空yu,保密,,3.0,1
247747923,55,657,牵宇yu,女,华晨宇的小剪刀,6.0,1
433311060,21,2917,原来是小荣ya,男,"一个初出茅庐的大学生
为“食”而奋斗着",4.0,1
1482495317,3,31,娱歌B站,保密,,2.0,1
8287573,175,25028,冷の凌,保密,在自己的世界里天真。（我很抱歉，请原谅我不接受任何形式的合作，还请谅解）,6.0,1
417316180,10,411,爱笑的夜喵,保密,夜晚里的猫，就像是熬夜的我，眼睛都是明亮的，为了生活。,3.0,1
292064601,40,283,日落伊甸园LL,保密,华晨宇——刻近骨子里的善良,5.0,1
335334746,24,1657,木兮年间,女,生活明朗，万物可爱,6.0,1
16805215,8,79435,王叔叔与阮姑姑,保密,"重庆职业斫琴师（古琴制作）
音乐制作：王叔叔
视频制作：阮姑姑
承接业务：古琴定制/线下授课
合作微信：zhuoqinshi（验证请说明）",6.0,1
319827296,34,17970,雩棽yu,保密,禁二传二改抹水印，谢谢！,6.0,1
303740257,1978,1181803,牛顿顿顿,男,搞商业调查的名侦探牛腩，黑灰产底裤终结者,6.0,1
501005668,2,309216,黄霄云,保密,"我是你们的大可爱面包，我爱你们??
来了就不要跑啦！！",6.0,1
61527399,6,491821,理娱打挺疼,保密,理娱，理智娱乐倡导者，年轻人的成长伙伴。和你一起，有趣、热血、思辨。 合作联系：18600819126,6.0,1
40138089,395,26,jennifer依梦,保密,敢说不怕脸大兔兔牙小姐姐,4.0,1
479409514,400,983845,是桃大,保密,每周六晚8点直播，商务加V：shizhanglaofan(请注明公司和来意)。,6.0,1
90678635,64,29183,一拳超人皮皮虾,保密,人会说谎，钱不会。联系请加w：shurenlx。,6.0,1
22105452,129,1490,华晨宇的立麦架王木木,女,"华晨宇ET天团成员（缺德ET /狗头）
有兴趣加个好友呀:QQ951187768",6.0,1
24685938,33,25471,十九汪,保密,谢谢你愿意关注一颗透明的星星~??,6.0,1
652659,634,121,已矣,保密,花 就在火海里 摇曳开着,6.0,1
937334,197,3558,滑滑滑滑滑子,男,你过来，我给你看个好东西,6.0,1
22156671,0,14778,IMMORTAL0207华晨宇不朽站,男,华晨宇个站 Focus：Sex(y)｜Appearance｜Music｜Performance｜申请授权请私信微博,5.0,1
1734528390,2,189,PennYo阿卡贝拉,保密,宾夕法尼亚大学历史最悠久的中文阿卡贝拉合唱团,3.0,1
16389514,240,146,shootmekai,保密,,5.0,1
357029260,285,1353,绎型Ling,男,"不定时更新
找我可以直接私信联系，我会不定时读私信",6.0,1
342578577,47,22540,小虎音乐秀,保密,,6.0,1
121277846,112,196,宫缘乾KH,保密,在宇宙中超光速了吗？,5.0,1
103402909,2,6670,娱人制造,保密,,5.0,1
251334049,3,11684,想见你APP,保密,三步见明星，偶像行程由你决定！,6.0,1
400999844,4,16202,listen音乐,保密,专注音乐领域视频解说，专注原创音乐视频,5.0,1
10075561,406,20714,超同学LL,男,忙学业，低产~~~,6.0,1
255851952,382,660,-哥谭二少-,保密,一个平行领域up,6.0,1
479868337,5,20799,虾谈娱子酱,保密,商务合作请联系vx：15388565783  虾谈商务邮箱：studioofxiatan@gmail.com,6.0,1
355405232,69,2792,Violin-星心,保密,"????一个坚持着小提琴????梦想的女孩
????平凡 努力 向未来前进
????音乐生",5.0,1
3493304,9,69250,-TOKUCHI-,女,哼唧哼唧几句,6.0,1
137696698,27,4259,蟹姐哇,男,,6.0,1
627629503,217,188339,金典SATINE,保密,欢迎来到牧场少女典典子的B站小窝，看到本人请叫她去练舞~,6.0,1
34655679,2,9214,SunshineQuan,女,"弹古筝竖琴玩音乐茶艺做首饰穿汉服握滴管拿解剖刀的生化医学透明国华裔ET妹子/
要谱子请私信邮箱，都是PDF文件五线总谱",6.0,1
239822277,286,397,板板大頭貼,女,一条酸菜鱼。,5.0,1
346983879,115,358,吃鱼的猫-,保密,不看就滚，不要瞎bb，老子没工夫搭理你,5.0,1
152233415,397,235,安荃_yu,保密,"
· 火 星 人 不 骗 火 星 人 ·
  _从 开 始
  到 永 久_

今年高考完一定回家！",5.0,1
7273935,192,1940,废曼当自强c_,保密,"隔月产出难产选手 混剪男主唯帝帝一人 慎关
",6.0,1
16819663,171,9653,一滴痴汗,女,看看我喜欢的人，不禁佩服自己的眼光！,6.0,1
1541510607,7,12441,开心最重要JustforFun,保密,关注收获快乐源泉~ 小号：开心办公室JustforFun  期待你的三连~,5.0,1
3810775,936,20086,ぺぺぺ小屎丸,保密,朽木,6.0,1
98098648,38,3541,百里榆堤半日疯,保密,绒妈,5.0,1
322059740,12,42511,韩国亨啊,保密,微信：hanguohengA//           微博：hanguo亨啊//,6.0,1
353230307,56,949843,Da圣音乐,保密,商务VX：du17751978188    配音@阿光，微博、网易云音乐同名,6.0,1
11173348,113,720766,下饭音乐,女,来人来函一律欢迎哦！我的秘密VX联络方式：zhangyu956050,6.0,1
350905839,280,430737,峰video,男,如果你正因某件事而困扰，且试遍各种途径仍找不到方法，可考虑向我咨询，路径请见置顶图文动态。,6.0,1
252577266,33,3356,界山本山,保密,火星上的一块石头（同抖音账号“界山”）,6.0,1
1074449907,38,2593,蓝星大仓鼠,保密,谢谢关注！,4.0,1
3386870,242,1247906,轩邈Elias,男,新浪微博@Elias轩邈 职业观众 不是影评人 不是影评人 不是影评人 invictus maneo,6.0,1
31798775,47,460,阿哒luokiiki,保密,QQ：571424221,5.0,1
266939896,98,437,先随便改个名我币多,保密,之前的视频上了into1的首页所以先改个名hhh,5.0,1
200867324,2000,302,碧站超人,保密,,6.0,1
259937793,69,32742,对比度人声乐团,女,2018、2019全国阿卡贝拉音乐大赛亚军+最佳舞台呈现奖。月更UP，更多乐团日常可fo同名围脖。合作咨询wx: mistone3507,6.0,1
12514818,678,408,失踪人口村花,保密,如果当初你伸了手，就请不要负他,6.0,1
19660303,31,14078,芒果妈妈官方账号,保密,有趣的明星视频，就看芒果妈妈~,5.0,1
279365138,124,9431,立风的宝贝田园犬,保密,是本人 存视频 微博同名,6.0,1
423442,99,1889237,KBShinya,男,专辑《星体投射》众筹中…微博：KBShinya 谢谢支持我的人，交流群：485635547,6.0,1
28173851,35,3160,有喵小姐的大本营,保密,这里是有喵小姐的大本营，给你最新鲜的娱乐资讯。 你想知道的明星八卦，有喵这里都会有！,5.0,1
406183457,4,184,Hlincy,保密,,4.0,1
297242160,3,40371,吐槽阿西巴,保密,认真做视频，直到弄笑你！122501255,6.0,1
252628532,3,64054,蘑菇头音乐,保密,,6.0,1
23623223,27,34393,原来是火小姐呀,女,嗯，改名了，没脱粉！变懒了！,6.0,1
283469370,37,773,川川子的追星日记,保密,随意一点,5.0,1
352185915,184,4317,乐小姐姐的圈圈,保密,我不想我的小王子求全,5.0,1
320491072,30,1643116,绯绯Feifei,保密,"一个在哈皮领域颇有心得的人，十八流钢琴爱好者
十级美颜使用专家
wb: @绯绯feifei ",6.0,1
1118338632,78,41,立风骤yu,女,好事来，不许磨,3.0,1
148883019,1915,56740,我是编曲罗PD-音乐制作,男,"PD出编曲课啦！私信回复【编曲课程】了解哦
音乐制作联系Wechat：luopd45
编曲统一价格：￥4999",6.0,1
482463311,10,2308,音乐玖姨太,保密,,3.0,1
226762321,57,1665,我淹没在万人声响,保密,我爱他，特别爱他，一直爱他，只爱他。,6.0,1
81131090,104,1174,yyanyanyy,保密,脾气不好,5.0,1
290799191,39,19344,十斤鸦,保密,十斤的关键词：华晨宇/华晨宇的歌/旅拍 【视频禁二传二改】,6.0,1
39609953,36,55601,雪桜メ梵天,保密,"【交流1群121380948】【交流2群639482028】
退役老选手_(:* ?∠)_  商务合作私信QQ1159753281 ",6.0,1
14048865,23,1325,遥小酱,女,来自一个为吾王存在的up主，关于花爷的视频持续，不定期更新中，微博正式更名为@遥小酱，欢迎关注~(愿华晨宇的音乐能带你进入二次元的世界),5.0,1
12760684,80,25962,阿伯Absol,保密,"在北京
Do what you want to do
拒绝抖音 快手...",6.0,1
14507637,81,3064,主唱yu,保密,主唱：华晨宇,5.0,1
36699766,179,35151,berberhao,保密,假搬运，真表达。我是一个害羞UP主，靠别人的嘴讲出自己的心声。,6.0,1
376079998,205,3041,衡见声,女,禁止任何形式的二改二传！！！,6.0,1
452228,60,5195,HUAZONE,女,只是暂不产出，视频只要标注CR随便用,6.0,1
300052101,10,167,梦想家大灰,保密,白日梦想家，黑夜思考者。,4.0,1
39384709,101,60,柒粥yu,保密,浩瀚 宇宙中 微渺的 像一只蜉蝣,5.0,1
692690580,4,6547,嘻嘻娱闻,保密,娱乐没有圈,4.0,1
13928085,430,217,咖喱咖喱格,保密,打工好累,6.0,1
432842388,46,1183,锋芒的茫,女,在b站研制火星底料 专涮虾滑,5.0,1
80889503,12,493,鹿不羁音悦台7,保密,"鹿不羁就是这么不羁

鹿饭一家亲",4.0,1
1052622498,461,301,柠檬油炸,男,你应该找一个同样心软同样善良，看见你受苦他也会心疼的人在一起，他知道如果他走了，你一个人根本撑不下去,3.0,1
316569252,66,51,海鸥哥哥的虾滑鱼yu,保密,走，一起去看日出吧！！,5.0,1
399412903,9,2303,Nini猫猫怪,保密,,6.0,1
478299819,9,46674,呆橘花胖子,保密,,6.0,1
67651249,45,268,哈哈哈哈油菜花,保密,自己动手丰衣足食哈哈哈，做自己喜欢的，如果别人喜欢当然更好，如果不能自己留个念想也不错呀！,5.0,1
453985970,276,5633,养花人士lu,女,只会拉速度条的菜鸡,6.0,1
292679346,66,398,ETETT哩,女,喜欢宅在家～看动漫，看花花！#大家不用粉我，喜不喜欢都好，我纯粹就当B站是收藏夹，方便随时看花花～,4.0,1
1912501,237,10935,朋克火芦,保密,无色无味有趣的老灵魂。,6.0,1
41078455,2,2942,一路奉陪灿烂飞,保密,此号只为华晨宇??暂时停更,5.0,1
1521157821,29,1628,叫我蜡笔弟弟,保密,,3.0,1
386719429,54,183372,小疼聊音乐,男,用最短的时间，带给你最好的音乐享受,6.0,1
403637965,32,114246,欧巴Studio,保密,制作有趣的视频，去交流中韩文化,6.0,1
85819087,19,840,KomorebiLam,保密,守护一朵世界上独一无二的花儿(*ˉ︶ˉ*),5.0,1
428340943,322,63,Evan_伊万,男,,4.0,1
523861715,305,159849,国风喵喵咪,女,仅9人的音视频制作小团体，记录4个民乐女孩的音乐日常。商务VX:GFMiaomiaomi qq闲聊群：345779560 ,6.0,1
517664477,93,2264,荒野花开_,保密,总有人说得好听做起来像个逃兵.,6.0,1
3974880,91,189033,Ryuzaki龙崎,女,在次元壁中来回穿梭  爱喝大麦汽水的龙族≮( ＞??)≯请多关照,6.0,1
319774434,66,176,Shanshan啊_,女,up主有一颗玻璃心，干啥啥不行，舔颜第一名。,5.0,1
25960163,51,400,将芜yu,女,啊…………,5.0,1
43964138,109,195,采核桃的妹子,保密,,5.0,1
533622509,120,166504,QQ音乐,保密,挂牌运营「Q音驻B站办事处」,6.0,1
291002095,74,76634,学习通代言人,保密,"鞋服v:BHF02250  本人自穿
""看视频，我特么只看学习通代言人""
关注虎牙985211-学做糊涂世界的明白银
带篮子陈义已授权",6.0,1
911090,79,886,奥破1104x,保密,一个喜欢华晨宇的程序猿，偶尔分享花花视频和日常，大家可以关注一下～,5.0,1
1444509440,1,193,不畏娱乐瓜,保密,娱乐精彩世界，视频创作者,2.0,1
294575876,311,1334,视界勃览会,保密,阿婆真的不是营销号，纯粹搬些自己喜欢，觉得好玩的视频！欢迎关注，一起看视频，哈哈哈！,5.0,1
395910921,13,116815,咖啡影音,保密,喧嚣的生活需要音乐洗涤不安的灵魂！商务合作Q：1146716223,6.0,1
5588747,36,5399,萝卜全糖不加冰,女,微博：萝卜全糖不加冰  剪得不好正在努力中,6.0,1
27367185,297,1850,漏网之魚,保密,华晨宇请你胖三十斤,6.0,1
7327509,337,1243,chil壳,女,别关注啦！我不是只捏蝌蚪的！,6.0,1
1679085335,31,3384,海天,保密,关注海小天，每月福利满满把你宠上天~,2.0,1
18226970,192,4886,唐怼怼_怼怼怼怼怼,保密,,6.0,1
239775519,128,272,#NAME?,保密,"热爱可抵岁月漫长. 
祝福耶啵&战战｜欣赏华晨宇的音乐",5.0,1
8011552,19,556891,腾讯综艺,保密,来腾讯视频看综艺，汪！更多精彩完整版看个够哦~~,6.0,1
52840237,391,117,-不正经的正经人-,男,?? (?? ￣??￣? )?? ??,6.0,1
161709873,222,24972,小轩的宝藏音乐,女,每日分享全网最新，最好听的音乐资讯,6.0,1
438171444,540,4629,GAM搬运机,男,点个关注不迷路 ！,5.0,1
14860085,136,4328,睡不醒的小满,保密,UP覆盖所有领域高燃混剪附高清资源，偶尔会有一些奇怪的的视频。,6.0,1
21210934,25,2153,Blossom_Con,女,随意,5.0,1
27201348,244,6461,阿跃来了,男,2infinity And Beyond,6.0,1
24473412,2000,9487,醉美kiss,女,做最真实的自己。,6.0,1
37705549,174,872,丸总的小丸子yu,保密,"爱偷懒，不爱睡觉
心里住着一个苍老的小孩
在寻找自己的路上兜兜转转",5.0,1
99213134,3,9738,音可赛听,保密,「音可赛听」跨校音乐联赛，齐聚高校校歌赛顶尖歌手，打造「校园版我是歌手」。网易云音乐电台／微博／微信公众号@音可赛听,5.0,1
74127182,75,1505,whwh305,保密,,5.0,1
333993810,98,145,是飞飞飞呀yu,女,我们的故事一定会讲到老,5.0,1
108076887,84,63480,一咘电影,保密,新人up主讲故事！,6.0,1
1129029463,3,1384,白雪聊娱,保密,精彩视频这里看，点了关注不迷路,3.0,1
99878746,211,10,夏日晚风还有你W,保密,,4.0,1
28456799,108,98,虎皮猫大哥大,保密,笑点好高，快乐好难,5.0,1
400555872,188,2213,小刘小刘-世界一流,男,生活分享！分享生活中碰到的一切好玩的有用的。,6.0,1
1484214120,13,190,江科附中微媒体社,保密,江西科技学院附属中学微媒体社官号 欢迎关注 | qq官号：2238883641,2.0,1
33775467,1,1578576,人民网,保密,权威 实力 源自人民,6.0,1
477529964,5,32,小知聊故事,保密,,2.0,1
409616239,31,2001,要换新号啦,保密,,5.0,1
491480950,64,8791,抓马视频,保密,关注贵圈，专注娱乐！,5.0,1
441925498,129,17618,阿布麟,保密,叫我阿布,6.0,1
25575291,487,302,uknowhero0126,保密,,6.0,1
17207162,331,261430,十九円-,保密,吉他菜鸡。网易云@九十块,6.0,1
156979069,83,1349,文文yu送手工周边,保密,14年就喜欢华晨宇。感谢华晨宇让我重塑价值观人生观，让我越来越爱自己，也越来越爱这个世界。希望我也能像他一样活成一个孩子,4.0,1
216958,32,1699,低调Ｄｅ张扬,保密,,5.0,1
37349250,152,921953,咸鱼_栗,女,"为了追上那个曾经被给予厚望的自己  （点击详情
商务合作vx：13817777192
音乐群：145527519 游戏群：613017444",6.0,1
434786180,116,648960,和平精英,保密,大吉大利，今晚……不，官方不能吃！,6.0,1
363868038,3,209,音乐维C,保密,这里是音乐收藏家，up会把最高质量来自最新各种节目各种明星好听的音乐和mv上传的到这里，欢迎找到自己的大大然后收藏哦！,3.0,1
21833607,52,127776,弹吉吉,保密,享受音乐，享受生活。,6.0,1
11906958,88,62,uiuji,保密,,4.0,1
1841670036,6,62418,俄罗斯俪雅,保密,俄罗斯人在中国留学，视频素材同学帮忙整理，欢迎投稿~,4.0,1
1575423899,6,121,CYY无名小姐,保密,既往不恋，当下不杂，未来不乱。,2.0,1
29083548,61,39980,你着魔了叭,保密,"偷偷来看我，还不关注我~
沙雕视频、动图、图片投稿邮箱:2965707644@qq.com
沙雕一时爽，一直沙雕一直爽！
",6.0,1
14313382,249,337,wulianmao,保密,补课资源指路 华晨宇的资源小屋 收藏夹,5.0,1
419743655,1,904692,BiBiPiano,女,欢迎来到Bi.Bi音乐咖啡馆，很高兴认识你。,6.0,1
40110005,103,2609,陌上人汝玉,女,大何向东流本流。搬运视频都会尽可能去找画质和音质最好的原视频，原创视频画质尽量（刚学废剪视频，对我别有太大指望）,6.0,1
348000182,517,27529,嵩视影域,男,"个人账号，非许嵩官方
QQ、微博、贴吧、知乎、V+：壹心逸士
微信：ssyy_v 邮箱：ssyy_v@qq.com 全民K歌：ssyyvae",6.0,1
11630522,129,2141,有鱼少女,保密,见习测开+黑煤球+业余古筝爱好者，随缘更新啦(*￣︶￣),6.0,1
400891837,45,506,Sharon_Ymmm,保密,,5.0,1
32708543,1305,1274978,大家的音乐姬,保密,音乐区官方账号就是在下！,6.0,1
241723329,128,2827,hao过,男,肆意生长，一生善爱,6.0,1
24850370,376,1175,Feulamer,女,"?(?????????)? Hi～
网易云：Feulamer
",6.0,1
359884742,75,3841,手手手手手手手yu,保密,华晨宇最大，华晨宇的音乐最大。,5.0,1
1375637447,5,1219,娱与舆娱乐,保密,最新的娱乐资讯，最全的娱乐分析，最爆的娱乐看点，欢迎关注娱与舆娱乐！声明：视频里会出现不实，侵权或谣言，或给您带来困扰，私信会及时删除！,2.0,1
252170188,196,14232,特能苏小王子,女,戳崽CHO/禁二改二传/养成系five,6.0,1
323856337,10,128670,尤教授谈音说乐,保密,音乐评论与教学 业务合作：353304758@qq.com,6.0,1
10287059,59,5698,猫眼剧综团,女,猫眼娱乐出品剧综辣评、明星专访、有料的每日热门资讯。,5.0,1
320767959,110,1290,月亮渔夫,保密,你是没有边缘的海。,6.0,1
